Date,Cluster 1,Cluster 2,Cluster 3
2021-01-04,1.0,1.0,1.0
2021-01-05,0.9996105569575162,1.0146862391626077,1.0440892744977486
2021-01-06,1.0256894978329314,1.0737405725375833,1.0760660305057062
2021-01-07,1.0252671178546622,1.076823028390956,1.0765504898385172
2021-01-08,1.0302063229656684,1.0708318420395504,1.039728770799051
2021-01-11,1.0197839143840317,1.0603321131897425,1.024709422371714
2021-01-12,1.0052861785444218,1.0665419627961148,1.0440892744977486
2021-01-13,1.0084484259622626,1.0575764748260543,1.0232558225512418
2021-01-14,1.0084670432149723,1.0709164789957297,1.0334303558284297
2021-01-15,0.9962408127987316,1.06001955578259,1.0261628743108264
2021-01-18,0.9940780321685257,1.057072862644801,1.0101745332771876
2021-01-19,0.9926830643719042,1.0513327408414925,1.0140505037023946
2021-01-20,0.9980380320807994,1.0561511843236926,1.0406978373460323
2021-01-21,0.998132509338635,1.0528986805001699,1.0009690665469813
2021-01-22,0.9973693342970735,1.0457907970831248,0.9975775554545855
2021-01-25,0.9949619402742189,1.023018076900548,0.9496125323536687
2021-01-26,0.994286887082544,1.0294546347657627,0.9333333826271197
2021-01-27,0.9793148237321799,1.0153338959597302,0.9220931423346992
2021-01-28,0.9780019818409484,1.013548181752312,0.9393411367861904
2021-01-29,0.9597297086198648,0.9924446876828628,0.8885659242159791
2021-02-01,0.9748375113366007,0.9962042447485996,0.911821746767221
2021-02-02,0.9812587204113328,0.9999893108780201,0.9182170979688125
2021-02-03,0.9772519316016561,1.0043797650917459,0.8903101109073225
2021-02-04,0.9739725946007454,1.0107500398626124,0.9098837615546176
2021-02-05,0.970950977197726,1.0240555735153385,0.9098837615546176
2021-02-08,0.97276024023942,1.0314370336980025,0.9011629020385816
2021-02-09,0.9748356387698086,1.0338169025468347,0.8874032070290968
2021-02-10,0.9752305268677209,1.0363540860731293,0.899224916825978
2021-02-11,0.9783771026484449,1.0295247719423055,0.8972869316133746
2021-02-12,0.984303322246905,1.0375712792480427,0.899806312389759
2021-02-15,0.9963116169382578,1.0751602664829067,0.9310078743126753
2021-02-16,0.991999027399879,1.0796250213698948,0.9684109889159225
2021-02-17,0.9869807474807016,1.0728338750844117,0.9912791404839639
2021-02-18,0.9756514384421475,1.0475945039403094,0.9044574029593279
2021-02-19,0.9768546142550737,1.0593178898433975,0.9560078835552601
2021-02-22,0.9613186577539371,1.0687204252940614,1.021802370612129
2021-02-23,0.9652935463709168,1.0787079088939107,1.0334303558284297
2021-02-24,0.9686716229139671,1.0910057559707453,1.0843024306889313
2021-02-25,0.9673514283453373,1.0874608485191541,1.085755882628044
2021-02-26,0.9430907316130192,1.0626619670655524,1.043604741224258
2021-03-01,0.9569303145039573,1.0768214487237988,1.0794574676574222
2021-03-02,0.959607227912569,1.0800769917629982,1.0673450970489906
2021-03-03,0.9579022867016236,1.1001694275766611,1.1090116312386062
2021-03-04,0.9521222709431032,1.0943211519315452,1.1080427125729841
2021-03-05,0.9521722138607597,1.1008210249111352,1.0518411414074829
2021-03-08,0.9547488492515721,1.1203340882933321,1.128876016638132
2021-03-09,0.9607761949376644,1.11419166759153,1.103197823482155
2021-03-10,0.9617688495335847,1.1124477936890773,1.0949612754175708
2021-03-11,0.9650071528966193,1.107138518067793,1.1027132902086643
2021-03-12,0.9679640722273241,1.1205640602643825,1.1128876756044928
2021-03-15,0.9666674708180554,1.1171951594011997,1.1434109796733376
2021-03-16,0.9802972935406594,1.1218997117662706,1.1904070841086323
2021-03-17,0.9664120586210391,1.1216353195056634,1.2325582255124181
2021-03-18,0.9693306123440012,1.12430429897552,1.2068800323564415
2021-03-19,0.9618629603195977,1.1131038524945907,1.13372105361032
2021-03-22,0.9640704387822773,1.1126701215037682,1.0843024306889313
2021-03-23,0.9656441767249109,1.1031382463799801,1.020348992613696
2021-03-24,0.9640286095920398,1.111004215539405,1.0465116451024836
2021-03-25,0.9635935246341404,1.0988064777025242,1.0276163262499396
2021-03-26,0.9716993844214552,1.1161669545315183,1.029069852129732
2021-03-29,0.9718036767181689,1.1144425744264506,1.0276163262499396
2021-03-30,0.9757025123367683,1.13139035707659,1.0518411414074829
2021-03-31,0.9730473571726376,1.120241393496488,1.020348992613696
2021-04-01,0.9762724722418792,1.120668740844111,1.0554263770804597
2021-04-06,0.9902177552440378,1.130040896773878,1.0829458410401087
2021-04-07,0.9979415686767238,1.1420080797514522,1.0841085582269911
2021-04-08,1.008627073083,1.1411801497121055,1.0767442883597775
2021-04-09,1.0112426848702627,1.1358609200493341,1.0841085582269911
2021-04-12,1.0095382828377593,1.140165816993707,1.0486435027770271
2021-04-13,1.0132407203590923,1.133847011685581,1.043604741224258
2021-04-14,1.0102575681218136,1.1446234721514648,1.0439923382667786
2021-04-15,1.020790865551229,1.1357405030568344,1.036821792980146
