Linkage,Requested k,Actual Clusters,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index,Smallest Cluster,Largest Cluster,Singleton Clusters,Silhouette Rank,Davies-Bouldin Rank,Calinski-Harabasz Rank,Mean Metric Rank,Cluster Size Ratio
complete,2,2,0.8253161110271713,0.1083373976807232,52.86731470312447,1,97,1,1.0,1.0,26.0,9.333333333333334,97.0
complete,3,3,0.6148030704593995,0.49098348368203243,76.75620927577583,1,91,1,6.0,15.0,21.0,14.0,91.0
complete,4,4,0.5572605126858684,0.4086581621477382,58.773008294679144,1,91,2,7.0,12.0,24.0,14.333333333333334,91.0
complete,5,5,0.2867173605677918,0.617912316654525,88.58084660926913,1,53,2,26.0,20.0,14.0,20.0,53.0
complete,6,6,0.27078384605833683,0.8019542029708568,99.32820295055521,1,45,2,30.0,28.0,12.0,23.333333333333332,45.0
complete,7,7,0.2654950578769426,0.8015019214896197,87.80038857512619,1,45,2,33.0,27.0,15.0,25.0,45.0
complete,8,8,0.26179555888306366,0.8078409858782654,82.37547393831835,1,45,2,34.0,29.0,18.0,27.0,45.0
complete,9,9,0.2670474185753257,0.8911769531326582,107.37605269028307,1,38,2,32.0,34.0,10.0,25.333333333333332,38.0
complete,10,10,0.27037318889999745,0.7751907066011144,101.36033614555599,1,38,3,31.0,26.0,11.0,22.666666666666668,38.0
