Linkage,k,Ticker,Cluster
single,4,BLND.L,1
single,4,BNZL.L,1
single,4,BP.L,1
single,4,BRBY.L,1
single,4,BT-A.L,1
single,4,BTRW.L,1
single,4,CCEP.L,1
single,4,CCH.L,1
single,4,CNA.L,1
single,4,CPG.L,1
single,4,CRDA.L,1
single,4,CTEC.L,1
single,4,DCC.L,1
single,4,DGE.L,1
single,4,DPLM.L,1
single,4,EDV.L,1
single,4,ENT.L,1
single,4,EXPN.L,1
single,4,FCIT.L,1
single,4,FRES.L,1
single,4,GAW.L,1
single,4,GLEN.L,1
single,4,GSK.L,1
single,4,HLMA.L,1
single,4,HSBA.L,1
single,4,HSX.L,1
single,4,HWDN.L,1
single,4,IAG.L,1
single,4,ICG.L,1
single,4,IGG.L,1
single,4,IHG.L,1
single,4,III.L,1
single,4,IMB.L,1
single,4,IMI.L,1
single,4,INF.L,1
single,4,ITRK.L,1
single,4,JD.L,1
single,4,KGF.L,1
single,4,LAND.L,1
single,4,LGEN.L,1
single,4,LLOY.L,1
single,4,LMP.L,1
single,4,LSEG.L,1
single,4,MKS.L,1
single,4,MNDI.L,1
single,4,MNG.L,1
single,4,MRO.L,1
single,4,NG.L,1
single,4,NWG.L,1
single,4,NXT.L,1
single,4,PCT.L,1
single,4,PRU.L,1
single,4,PSH.L,1
single,4,PSN.L,1
single,4,PSON.L,1
single,4,REL.L,1
single,4,RIO.L,1
single,4,RKT.L,1
single,4,RMV.L,1
single,4,RR.L,4
single,4,RTO.L,1
single,4,SBRY.L,1
single,4,SDR.L,1
single,4,SGE.L,1
single,4,SGRO.L,1
single,4,SHEL.L,1
single,4,SMIN.L,1
single,4,SMT.L,1
single,4,SN.L,1
single,4,SPX.L,1
single,4,SSE.L,1
single,4,STAN.L,1
single,4,STJ.L,1
single,4,SVT.L,1
single,4,TSCO.L,1
single,4,ULVR.L,1
single,4,UU.L,1
single,4,VOD.L,1
single,4,WEIR.L,1
single,4,WTB.L,1
