Linkage,k,Ticker,Cluster
complete,2,HSBA.L,1
complete,2,HSX.L,1
complete,2,HWDN.L,1
complete,2,IAG.L,1
complete,2,ICG.L,1
complete,2,IGG.L,1
complete,2,IHG.L,1
complete,2,III.L,1
complete,2,IMB.L,1
complete,2,IMI.L,1
complete,2,INF.L,1
complete,2,ITRK.L,1
complete,2,JD.L,1
complete,2,KGF.L,1
complete,2,LAND.L,1
complete,2,LGEN.L,1
complete,2,LLOY.L,1
complete,2,LMP.L,1
complete,2,LSEG.L,1
complete,2,MKS.L,1
complete,2,MNDI.L,1
complete,2,MNG.L,1
complete,2,MRO.L,1
complete,2,NG.L,1
complete,2,NWG.L,1
complete,2,NXT.L,1
complete,2,PCT.L,1
complete,2,PRU.L,1
complete,2,PSH.L,1
complete,2,PSN.L,1
complete,2,PSON.L,1
complete,2,REL.L,1
complete,2,RIO.L,1
complete,2,RKT.L,1
complete,2,RMV.L,1
complete,2,RR.L,2
complete,2,RTO.L,1
complete,2,SBRY.L,1
complete,2,SDR.L,1
complete,2,SGE.L,1
complete,2,SGRO.L,1
complete,2,SHEL.L,1
complete,2,SMIN.L,1
complete,2,SMT.L,1
complete,2,SN.L,1
complete,2,SPX.L,1
complete,2,SSE.L,1
complete,2,STAN.L,1
complete,2,STJ.L,1
complete,2,SVT.L,1
complete,2,TSCO.L,1
complete,2,ULVR.L,1
complete,2,UU.L,1
complete,2,VOD.L,1
complete,2,WEIR.L,1
complete,2,WTB.L,1
complete,3,AAF.L,1
complete,3,AAL.L,1
complete,3,ABDN.L,1
complete,3,ABF.L,1
complete,3,ADM.L,1
complete,3,ALW.L,1
complete,3,ANTO.L,1
complete,3,AUTO.L,1
complete,3,AV.L,1
complete,3,AZN.L,1
complete,3,BA.L,2
complete,3,BAB.L,2
complete,3,BARC.L,1
complete,3,BATS.L,1
complete,3,BBOX.L,1
complete,3,BEZ.L,1
complete,3,BGEO.L,2
complete,3,BKG.L,1
complete,3,BLND.L,1
complete,3,BNZL.L,1
complete,3,BP.L,1
complete,3,BRBY.L,1
complete,3,BT-A.L,1
complete,3,BTRW.L,1
complete,3,CCEP.L,1
complete,3,CCH.L,1
complete,3,CNA.L,2
complete,3,CPG.L,1
complete,3,CRDA.L,1
complete,3,CTEC.L,1
complete,3,DCC.L,1
complete,3,DGE.L,1
complete,3,DPLM.L,1
complete,3,EDV.L,1
complete,3,ENT.L,1
complete,3,EXPN.L,1
complete,3,FCIT.L,1
complete,3,FRES.L,1
complete,3,GAW.L,1
complete,3,GLEN.L,1
complete,3,GSK.L,1
complete,3,HLMA.L,1
complete,3,HSBA.L,1
complete,3,HSX.L,1
complete,3,HWDN.L,1
complete,3,IAG.L,1
complete,3,ICG.L,1
complete,3,IGG.L,1
complete,3,IHG.L,1
complete,3,III.L,2
complete,3,IMB.L,1
complete,3,IMI.L,1
complete,3,INF.L,1
complete,3,ITRK.L,1
complete,3,JD.L,1
complete,3,KGF.L,1
complete,3,LAND.L,1
complete,3,LGEN.L,1
complete,3,LLOY.L,1
complete,3,LMP.L,1
complete,3,LSEG.L,1
complete,3,MKS.L,2
complete,3,MNDI.L,1
complete,3,MNG.L,1
complete,3,MRO.L,1
complete,3,NG.L,1
complete,3,NWG.L,1
complete,3,NXT.L,1
complete,3,PCT.L,1
complete,3,PRU.L,1
complete,3,PSH.L,1
complete,3,PSN.L,1
complete,3,PSON.L,1
complete,3,REL.L,1
complete,3,RIO.L,1
complete,3,RKT.L,1
complete,3,RMV.L,1
complete,3,RR.L,3
complete,3,RTO.L,1
complete,3,SBRY.L,1
complete,3,SDR.L,1
complete,3,SGE.L,1
complete,3,SGRO.L,1
complete,3,SHEL.L,1
complete,3,SMIN.L,1
complete,3,SMT.L,1
complete,3,SN.L,1
complete,3,SPX.L,1
complete,3,SSE.L,1
complete,3,STAN.L,1
complete,3,STJ.L,1
complete,3,SVT.L,1
complete,3,TSCO.L,1
complete,3,ULVR.L,1
complete,3,UU.L,1
complete,3,VOD.L,1
complete,3,WEIR.L,1
complete,3,WTB.L,1
complete,4,AAF.L,1
complete,4,AAL.L,1
complete,4,ABDN.L,1
complete,4,ABF.L,1
complete,4,ADM.L,1
complete,4,ALW.L,1
complete,4,ANTO.L,1
complete,4,AUTO.L,1
complete,4,AV.L,1
complete,4,AZN.L,1
complete,4,BA.L,2
complete,4,BAB.L,2
complete,4,BARC.L,1
complete,4,BATS.L,1
complete,4,BBOX.L,1
complete,4,BEZ.L,1
complete,4,BGEO.L,3
complete,4,BKG.L,1
complete,4,BLND.L,1
complete,4,BNZL.L,1
complete,4,BP.L,1
complete,4,BRBY.L,1
complete,4,BT-A.L,1
complete,4,BTRW.L,1
complete,4,CCEP.L,1
complete,4,CCH.L,1
complete,4,CNA.L,2
complete,4,CPG.L,1
complete,4,CRDA.L,1
complete,4,CTEC.L,1
complete,4,DCC.L,1
complete,4,DGE.L,1
complete,4,DPLM.L,1
complete,4,EDV.L,1
complete,4,ENT.L,1
complete,4,EXPN.L,1
complete,4,FCIT.L,1
complete,4,FRES.L,1
complete,4,GAW.L,1
complete,4,GLEN.L,1
complete,4,GSK.L,1
complete,4,HLMA.L,1
complete,4,HSBA.L,1
complete,4,HSX.L,1
complete,4,HWDN.L,1
complete,4,IAG.L,1
complete,4,ICG.L,1
complete,4,IGG.L,1
complete,4,IHG.L,1
complete,4,III.L,2
complete,4,IMB.L,1
complete,4,IMI.L,1
complete,4,INF.L,1
complete,4,ITRK.L,1
complete,4,JD.L,1
complete,4,KGF.L,1
complete,4,LAND.L,1
complete,4,LGEN.L,1
complete,4,LLOY.L,1
complete,4,LMP.L,1
complete,4,LSEG.L,1
complete,4,MKS.L,2
complete,4,MNDI.L,1
complete,4,MNG.L,1
complete,4,MRO.L,1
complete,4,NG.L,1
complete,4,NWG.L,1
complete,4,NXT.L,1
complete,4,PCT.L,1
complete,4,PRU.L,1
complete,4,PSH.L,1
complete,4,PSN.L,1
complete,4,PSON.L,1
complete,4,REL.L,1
complete,4,RIO.L,1
complete,4,RKT.L,1
complete,4,RMV.L,1
complete,4,RR.L,4
complete,4,RTO.L,1
complete,4,SBRY.L,1
complete,4,SDR.L,1
complete,4,SGE.L,1
complete,4,SGRO.L,1
complete,4,SHEL.L,1
complete,4,SMIN.L,1
complete,4,SMT.L,1
complete,4,SN.L,1
complete,4,SPX.L,1
complete,4,SSE.L,1
complete,4,STAN.L,1
complete,4,STJ.L,1
complete,4,SVT.L,1
complete,4,TSCO.L,1
complete,4,ULVR.L,1
complete,4,UU.L,1
complete,4,VOD.L,1
complete,4,WEIR.L,1
complete,4,WTB.L,1
average,2,AAF.L,1
average,2,AAL.L,1
average,2,ABDN.L,1
average,2,ABF.L,1
average,2,ADM.L,1
average,2,ALW.L,1
average,2,ANTO.L,1
average,2,AUTO.L,1
average,2,AV.L,1
average,2,AZN.L,1
average,2,BA.L,1
average,2,BAB.L,1
average,2,BARC.L,1
average,2,BATS.L,1
average,2,BBOX.L,1
average,2,BEZ.L,1
average,2,BGEO.L,2
average,2,BKG.L,1
average,2,BLND.L,1
average,2,BNZL.L,1
average,2,BP.L,1
average,2,BRBY.L,1
average,2,BT-A.L,1
average,2,BTRW.L,1
average,2,CCEP.L,1
average,2,CCH.L,1
average,2,CNA.L,1
average,2,CPG.L,1
average,2,CRDA.L,1
average,2,CTEC.L,1
average,2,DCC.L,1
average,2,DGE.L,1
average,2,DPLM.L,1
average,2,EDV.L,1
average,2,ENT.L,1
average,2,EXPN.L,1
average,2,FCIT.L,1
average,2,FRES.L,1
average,2,GAW.L,1
average,2,GLEN.L,1
average,2,GSK.L,1
average,2,HLMA.L,1
average,2,HSBA.L,1
average,2,HSX.L,1
average,2,HWDN.L,1
average,2,IAG.L,1
average,2,ICG.L,1
average,2,IGG.L,1
average,2,IHG.L,1
average,2,III.L,1
average,2,IMB.L,1
average,2,IMI.L,1
average,2,INF.L,1
average,2,ITRK.L,1
average,2,JD.L,1
average,2,KGF.L,1
average,2,LAND.L,1
average,2,LGEN.L,1
average,2,LLOY.L,1
average,2,LMP.L,1
average,2,LSEG.L,1
average,2,MKS.L,1
average,2,MNDI.L,1
average,2,MNG.L,1
average,2,MRO.L,1
average,2,NG.L,1
average,2,NWG.L,1
average,2,NXT.L,1
average,2,PCT.L,1
average,2,PRU.L,1
average,2,PSH.L,1
average,2,PSN.L,1
average,2,PSON.L,1
average,2,REL.L,1
average,2,RIO.L,1
average,2,RKT.L,1
average,2,RMV.L,1
average,2,RR.L,2
average,2,RTO.L,1
average,2,SBRY.L,1
average,2,SDR.L,1
average,2,SGE.L,1
average,2,SGRO.L,1
average,2,SHEL.L,1
average,2,SMIN.L,1
average,2,SMT.L,1
average,2,SN.L,1
average,2,SPX.L,1
average,2,SSE.L,1
average,2,STAN.L,1
average,2,STJ.L,1
average,2,SVT.L,1
average,2,TSCO.L,1
average,2,ULVR.L,1
average,2,UU.L,1
average,2,VOD.L,1
average,2,WEIR.L,1
average,2,WTB.L,1
average,3,AAF.L,1
average,3,AAL.L,1
average,3,ABDN.L,1
average,3,ABF.L,1
average,3,ADM.L,1
average,3,ALW.L,1
average,3,ANTO.L,1
average,3,AUTO.L,1
average,3,AV.L,1
average,3,AZN.L,1
average,3,BA.L,1
average,3,BAB.L,1
average,3,BARC.L,1
average,3,BATS.L,1
average,3,BBOX.L,1
average,3,BEZ.L,1
average,3,BGEO.L,2
average,3,BKG.L,1
average,3,BLND.L,1
average,3,BNZL.L,1
average,3,BP.L,1
average,3,BRBY.L,1
average,3,BT-A.L,1
average,3,BTRW.L,1
average,3,CCEP.L,1
average,3,CCH.L,1
average,3,CNA.L,1
average,3,CPG.L,1
average,3,CRDA.L,1
average,3,CTEC.L,1
average,3,DCC.L,1
average,3,DGE.L,1
average,3,DPLM.L,1
average,3,EDV.L,1
average,3,ENT.L,1
average,3,EXPN.L,1
average,3,FCIT.L,1
average,3,FRES.L,1
average,3,GAW.L,1
average,3,GLEN.L,1
average,3,GSK.L,1
average,3,HLMA.L,1
average,3,HSBA.L,1
average,3,HSX.L,1
average,3,HWDN.L,1
average,3,IAG.L,1
average,3,ICG.L,1
average,3,IGG.L,1
average,3,IHG.L,1
average,3,III.L,1
average,3,IMB.L,1
average,3,IMI.L,1
average,3,INF.L,1
average,3,ITRK.L,1
average,3,JD.L,1
average,3,KGF.L,1
average,3,LAND.L,1
average,3,LGEN.L,1
average,3,LLOY.L,1
average,3,LMP.L,1
average,3,LSEG.L,1
average,3,MKS.L,1
average,3,MNDI.L,1
average,3,MNG.L,1
average,3,MRO.L,1
average,3,NG.L,1
average,3,NWG.L,1
average,3,NXT.L,1
average,3,PCT.L,1
average,3,PRU.L,1
average,3,PSH.L,1
average,3,PSN.L,1
average,3,PSON.L,1
average,3,REL.L,1
average,3,RIO.L,1
average,3,RKT.L,1
average,3,RMV.L,1
average,3,RR.L,3
average,3,RTO.L,1
average,3,SBRY.L,1
average,3,SDR.L,1
average,3,SGE.L,1
average,3,SGRO.L,1
average,3,SHEL.L,1
average,3,SMIN.L,1
average,3,SMT.L,1
average,3,SN.L,1
average,3,SPX.L,1
average,3,SSE.L,1
average,3,STAN.L,1
average,3,STJ.L,1
average,3,SVT.L,1
average,3,TSCO.L,1
average,3,ULVR.L,1
average,3,UU.L,1
average,3,VOD.L,1
average,3,WEIR.L,1
average,3,WTB.L,1
average,4,AAF.L,2
average,4,AAL.L,2
average,4,ABDN.L,2
average,4,ABF.L,2
average,4,ADM.L,2
average,4,ALW.L,2
average,4,ANTO.L,2
average,4,AUTO.L,2
average,4,AV.L,2
average,4,AZN.L,2
average,4,BA.L,1
average,4,BAB.L,1
average,4,BARC.L,2
average,4,BATS.L,2
average,4,BBOX.L,2
average,4,BEZ.L,2
average,4,BGEO.L,3
average,4,BKG.L,2
average,4,BLND.L,2
average,4,BNZL.L,2
average,4,BP.L,2
average,4,BRBY.L,2
average,4,BT-A.L,2
average,4,BTRW.L,2
average,4,CCEP.L,2
average,4,CCH.L,2
average,4,CNA.L,1
average,4,CPG.L,2
average,4,CRDA.L,2
average,4,CTEC.L,2
average,4,DCC.L,2
average,4,DGE.L,2
average,4,DPLM.L,2
average,4,EDV.L,2
average,4,ENT.L,2
average,4,EXPN.L,2
average,4,FCIT.L,2
average,4,FRES.L,2
average,4,GAW.L,2
average,4,GLEN.L,2
average,4,GSK.L,2
average,4,HLMA.L,2
average,4,HSBA.L,2
average,4,HSX.L,2
average,4,HWDN.L,2
average,4,IAG.L,2
average,4,ICG.L,2
average,4,IGG.L,2
average,4,IHG.L,2
average,4,III.L,1
average,4,IMB.L,2
average,4,IMI.L,2
average,4,INF.L,2
average,4,ITRK.L,2
average,4,JD.L,2
average,4,KGF.L,2
average,4,LAND.L,2
average,4,LGEN.L,2
average,4,LLOY.L,2
average,4,LMP.L,2
average,4,LSEG.L,2
average,4,MKS.L,1
average,4,MNDI.L,2
average,4,MNG.L,2
average,4,MRO.L,2
average,4,NG.L,2
average,4,NWG.L,2
average,4,NXT.L,2
average,4,PCT.L,2
average,4,PRU.L,2
average,4,PSH.L,2
average,4,PSN.L,2
average,4,PSON.L,2
average,4,REL.L,2
average,4,RIO.L,2
average,4,RKT.L,2
average,4,RMV.L,2
average,4,RR.L,4
average,4,RTO.L,2
average,4,SBRY.L,2
average,4,SDR.L,2
average,4,SGE.L,2
average,4,SGRO.L,2
average,4,SHEL.L,2
average,4,SMIN.L,2
average,4,SMT.L,2
average,4,SN.L,2
average,4,SPX.L,2
average,4,SSE.L,2
average,4,STAN.L,2
average,4,STJ.L,2
average,4,SVT.L,2
average,4,TSCO.L,2
average,4,ULVR.L,2
average,4,UU.L,2
average,4,VOD.L,2
average,4,WEIR.L,2
average,4,WTB.L,2
single,2,AAF.L,1
single,2,AAL.L,1
single,2,ABDN.L,1
single,2,ABF.L,1
single,2,ADM.L,1
single,2,ALW.L,1
single,2,ANTO.L,1
single,2,AUTO.L,1
single,2,AV.L,1
single,2,AZN.L,1
single,2,BA.L,1
single,2,BAB.L,1
single,2,BARC.L,1
single,2,BATS.L,1
single,2,BBOX.L,1
single,2,BEZ.L,1
single,2,BGEO.L,1
single,2,BKG.L,1
single,2,BLND.L,1
single,2,BNZL.L,1
single,2,BP.L,1
single,2,BRBY.L,1
single,2,BT-A.L,1
single,2,BTRW.L,1
single,2,CCEP.L,1
single,2,CCH.L,1
single,2,CNA.L,1
single,2,CPG.L,1
single,2,CRDA.L,1
single,2,CTEC.L,1
single,2,DCC.L,1
single,2,DGE.L,1
single,2,DPLM.L,1
single,2,EDV.L,1
single,2,ENT.L,1
single,2,EXPN.L,1
single,2,FCIT.L,1
single,2,FRES.L,1
single,2,GAW.L,1
single,2,GLEN.L,1
single,2,GSK.L,1
single,2,HLMA.L,1
single,2,HSBA.L,1
single,2,HSX.L,1
single,2,HWDN.L,1
single,2,IAG.L,1
single,2,ICG.L,1
single,2,IGG.L,1
single,2,IHG.L,1
single,2,III.L,1
single,2,IMB.L,1
single,2,IMI.L,1
single,2,INF.L,1
single,2,ITRK.L,1
single,2,JD.L,1
single,2,KGF.L,1
single,2,LAND.L,1
single,2,LGEN.L,1
single,2,LLOY.L,1
single,2,LMP.L,1
single,2,LSEG.L,1
single,2,MKS.L,1
single,2,MNDI.L,1
single,2,MNG.L,1
single,2,MRO.L,1
single,2,NG.L,1
single,2,NWG.L,1
single,2,NXT.L,1
single,2,PCT.L,1
single,2,PRU.L,1
single,2,PSH.L,1
single,2,PSN.L,1
single,2,PSON.L,1
single,2,REL.L,1
single,2,RIO.L,1
single,2,RKT.L,1
single,2,RMV.L,1
single,2,RR.L,2
single,2,RTO.L,1
single,2,SBRY.L,1
single,2,SDR.L,1
single,2,SGE.L,1
single,2,SGRO.L,1
single,2,SHEL.L,1
single,2,SMIN.L,1
single,2,SMT.L,1
single,2,SN.L,1
single,2,SPX.L,1
single,2,SSE.L,1
single,2,STAN.L,1
single,2,STJ.L,1
single,2,SVT.L,1
single,2,TSCO.L,1
single,2,ULVR.L,1
single,2,UU.L,1
single,2,VOD.L,1
single,2,WEIR.L,1
single,2,WTB.L,1
single,3,AAF.L,1
single,3,AAL.L,1
single,3,ABDN.L,1
single,3,ABF.L,1
single,3,ADM.L,1
single,3,ALW.L,1
single,3,ANTO.L,1
single,3,AUTO.L,1
single,3,AV.L,1
single,3,AZN.L,1
single,3,BA.L,1
single,3,BAB.L,1
single,3,BARC.L,1
single,3,BATS.L,1
single,3,BBOX.L,1
single,3,BEZ.L,1
single,3,BGEO.L,2
single,3,BKG.L,1
single,3,BLND.L,1
single,3,BNZL.L,1
single,3,BP.L,1
single,3,BRBY.L,1
single,3,BT-A.L,1
single,3,BTRW.L,1
single,3,CCEP.L,1
single,3,CCH.L,1
single,3,CNA.L,1
single,3,CPG.L,1
single,3,CRDA.L,1
single,3,CTEC.L,1
single,3,DCC.L,1
single,3,DGE.L,1
single,3,DPLM.L,1
single,3,EDV.L,1
single,3,ENT.L,1
single,3,EXPN.L,1
single,3,FCIT.L,1
single,3,FRES.L,1
single,3,GAW.L,1
single,3,GLEN.L,1
single,3,GSK.L,1
single,3,HLMA.L,1
single,3,HSBA.L,1
single,3,HSX.L,1
single,3,HWDN.L,1
single,3,IAG.L,1
single,3,ICG.L,1
single,3,IGG.L,1
single,3,IHG.L,1
single,3,III.L,1
single,3,IMB.L,1
single,3,IMI.L,1
single,3,INF.L,1
single,3,ITRK.L,1
single,3,JD.L,1
single,3,KGF.L,1
single,3,LAND.L,1
single,3,LGEN.L,1
single,3,LLOY.L,1
single,3,LMP.L,1
single,3,LSEG.L,1
single,3,MKS.L,1
single,3,MNDI.L,1
single,3,MNG.L,1
single,3,MRO.L,1
single,3,NG.L,1
single,3,NWG.L,1
single,3,NXT.L,1
single,3,PCT.L,1
single,3,PRU.L,1
single,3,PSH.L,1
single,3,PSN.L,1
single,3,PSON.L,1
single,3,REL.L,1
single,3,RIO.L,1
single,3,RKT.L,1
single,3,RMV.L,1
single,3,RR.L,3
single,3,RTO.L,1
single,3,SBRY.L,1
single,3,SDR.L,1
single,3,SGE.L,1
single,3,SGRO.L,1
single,3,SHEL.L,1
single,3,SMIN.L,1
single,3,SMT.L,1
single,3,SN.L,1
single,3,SPX.L,1
single,3,SSE.L,1
single,3,STAN.L,1
single,3,STJ.L,1
single,3,SVT.L,1
single,3,TSCO.L,1
single,3,ULVR.L,1
single,3,UU.L,1
single,3,VOD.L,1
single,3,WEIR.L,1
single,3,WTB.L,1
single,4,AAF.L,1
single,4,AAL.L,1
single,4,ABDN.L,1
single,4,ABF.L,1
single,4,ADM.L,1
single,4,ALW.L,1
single,4,ANTO.L,1
single,4,AUTO.L,1
single,4,AV.L,1
single,4,AZN.L,1
single,4,BA.L,1
single,4,BAB.L,2
single,4,BARC.L,1
single,4,BATS.L,1
single,4,BBOX.L,1
single,4,BEZ.L,1
single,4,BGEO.L,3
single,4,BKG.L,1
