Cluster,Cluster Name,Companies,Mean_Final_Value,Median_Final_Value,Minimum_Final_Value,Maximum_Final_Value,Mean_Total_Return,Median_Total_Return,Mean_Annualised_Return,Mean_Annualised_Volatility,Mean_Maximum_Drawdown,Dominant Sector,Dominant Sector Count,Dominant Sector Percentage,Interpretation
1,Stable or Modest Growth,68,1.126100908961794,1.0542750387405573,0.4066930931391281,2.6731444594920295,0.126100908961794,0.05427503874055728,0.012171841345693752,0.27366709492358243,-0.4696587864169513,Consumer Goods,7,10.294117647058822,Relatively stable trajectories with limited or modest long-term appreciation
2,Exceptional Growth,2,9.394766171211108,9.394766171211108,7.644737277873487,11.14479506454873,8.394766171211108,8.394766171211108,0.5624411980019947,0.3921255578635837,-0.48015432185848045,Aerospace and Defence,1,50.0,"Exceptional proportional growth, represented by BGEO.L and RR.L"
3,Strong Sustained Growth,28,2.5900902003080715,2.326808030201327,1.54189114603097,4.782994886046183,1.590090200308071,1.326808030201327,0.19910287983752703,0.27797455449727904,-0.340671814705601,Banking,5,17.857142857142858,Stronger sustained long-term appreciation than the majority cluster
