Date,Cluster 1,Cluster 2,Cluster 3
2021-01-04,1.0,1.0,1.0
2021-01-05,1.0001425566481257,1.0236839587049997,1.0094956436954525
2021-01-06,1.022860323697811,1.0560657855532516,1.054668992796323
2021-01-07,1.0222215261735461,1.0661441253611224,1.0555583776660313
2021-01-08,1.0236842569045865,1.0477332672027004,1.0523893329306535
2021-01-11,1.0114905531973344,1.0164529730844065,1.037575165206719
2021-01-12,1.0000252229940818,1.0163068886303108,1.0403008220080452
2021-01-13,1.0013987246621288,1.0075295102747006,1.033449394507656
2021-01-14,1.005676850510076,1.0331086900931532,1.0463649362894405
2021-01-15,0.9954569589716704,1.0032453894171927,1.031779591172967
2021-01-18,0.9955925660728493,1.0042674990845009,1.0262793182484709
2021-01-19,0.989850652182407,0.9996481442867194,1.0195148338835416
2021-01-20,0.9984699449768778,1.013791439972235,1.0335753946091926
2021-01-21,0.9979182751602846,0.9898287562590937,1.0312157248583425
2021-01-22,0.9929536557965483,0.9856739105742229,1.0227930497994429
2021-01-25,0.9863197253337306,0.9493965014498412,1.001454984366138
2021-01-26,0.9859456901874949,0.9543715567432189,1.0121613242461422
2021-01-27,0.971338340724105,0.9143252270825482,1.0069963595876645
2021-01-28,0.9715159363119197,0.93688373397115,1.006024958688942
2021-01-29,0.9553277224597088,0.9147747493173942,0.9914961930072376
2021-02-01,0.972042133148009,0.9362387698926153,0.9980176906966781
2021-02-02,0.9827687225204511,0.9410757049546882,1.0092793825696849
2021-02-03,0.9807549897069228,0.9230239126732718,1.010397432113185
2021-02-04,0.9814975380584477,0.9303517473679592,1.0177113265705733
2021-02-05,0.9820361315659819,0.9344500471503614,1.0255473925075986
2021-02-08,0.9837821479741304,0.92845030783767,1.0301596885164295
2021-02-09,0.9838707890526013,0.9232098076890518,1.0293392854017271
2021-02-10,0.9807717738985502,0.9258419050671871,1.0271150430868778
2021-02-11,0.9864556726583571,0.9125778256768762,1.0255542568579321
2021-02-12,0.9922140139198583,0.9187556331116367,1.0315362889539068
2021-02-15,1.0095863808049281,0.9359957227966491,1.0636249410252503
2021-02-16,1.0061643429969482,0.9514186589612939,1.0672919834792725
2021-02-17,0.9966647427250964,0.9587542835793554,1.0564767560773263
2021-02-18,0.9867988109493417,0.9137040579704083,1.0394265460975574
2021-02-19,0.9897033101469423,0.9345611660137914,1.0475108446646757
2021-02-22,0.9808967336678547,0.9518847876496592,1.0602650943335759
2021-02-23,0.9805738040732606,0.9552397397432324,1.0693050336957786
2021-02-24,0.9846488011127429,0.9724790753691788,1.080473540986503
2021-02-25,0.9785996711869182,0.9674681784164776,1.077329948198454
2021-02-26,0.9530377612030193,0.9308187151546455,1.0572862278377968
2021-03-01,0.9713443502701371,0.9462860739313905,1.073527839446532
2021-03-02,0.9728936365090466,0.923426599034394,1.0770507721065419
2021-03-03,0.9785749499520618,0.9581943365905766,1.0951626475815526
2021-03-04,0.9708389224383793,0.9679557403173686,1.0884142284917224
2021-03-05,0.9601228085982461,0.9595272391911832,1.0850219263364314
2021-03-08,0.96920343918212,0.999683896685881,1.1090217336342632
2021-03-09,0.9794283080847433,0.993402204312718,1.1091540701638114
2021-03-10,0.981082485679622,0.9909232272529864,1.1040373887310388
2021-03-11,0.9856064069717771,0.9964386445977675,1.1043379443889108
2021-03-12,0.9857489962220578,1.0007061067119314,1.1110044806322192
2021-03-15,0.9854726906221744,1.0299021173803036,1.1099269522809536
2021-03-16,1.0008006339211901,1.0714329779434113,1.1166218464529805
2021-03-17,0.9897962672165531,1.0875906174557026,1.1134172021100597
2021-03-18,0.9926009258999018,1.0747515218270456,1.1156019519485856
2021-03-19,0.9847075761899893,1.0340736851969237,1.102651628685067
2021-03-22,0.987985491026096,1.0036265651862788,1.095408308745211
2021-03-23,0.9862914818003397,0.9708301183054415,1.0846190149285908
2021-03-24,0.9874531674767737,0.9822722208552146,1.0932386041153
2021-03-25,0.9849499734372105,0.9728245251571719,1.0859556596581132
2021-03-26,0.9927065595268425,0.9702726181097863,1.0985943652721988
2021-03-29,0.9889485667907938,0.9646278252336252,1.0934034489233764
2021-03-30,0.9956354334844106,0.9693631988124454,1.108320500471431
2021-03-31,0.9914575461686663,0.9609941586841793,1.099584971340345
2021-04-01,1.0027459881772098,0.9850901762787931,1.1081058353707767
2021-04-06,1.0137714442317474,1.0095056604584813,1.1201340781434241
2021-04-07,1.0226465501704476,1.0051689890189341,1.1325606031837097
2021-04-08,1.032307832302972,1.001486854357587,1.137030033025517
2021-04-09,1.0342049687367898,0.9953329290389297,1.131553634406648
2021-04-12,1.0290059945396541,0.9956332628873963,1.132146922554746
2021-04-13,1.0339045345989908,0.9832776849882126,1.13898968119666
2021-04-14,1.035026433143255,0.9842911503143382,1.1437149276310234
2021-04-15,1.044176927077927,0.9807058779361192,1.1404344403100652
