Date,Cluster 1,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6
2021-01-04,1.0,1.0,1.0,1.0,1.0,1.0
2021-01-05,1.0034710161188443,1.0029020897129612,0.9932971987997616,1.000096961116116,1.0230122041689227,1.0008908331068984
2021-01-06,1.0348890053827053,1.02793005427638,1.0237675369702586,1.0222244278885115,1.052882960504385,1.031827518208207
2021-01-07,1.0337365205282445,1.0258804630701206,1.0182707835511404,1.0167048991526413,1.0658797024573725,1.0359586398120413
2021-01-08,1.0327211241447114,1.0167873815306807,1.0219903811884963,1.0208109466719943,1.0615737613417042,1.0406611252352624
2021-01-11,1.0183247505864168,1.007803823723181,1.0119397289196463,1.0013698309212093,1.0536491520977127,1.0275003921656012
2021-01-12,1.0127005049877909,1.0033967474406784,1.00211561025292,0.9896810736190838,1.0542995979112502,1.0156098219270584
2021-01-13,1.008826425147395,1.0029619349704733,1.0104117613351504,0.9901799613665877,1.060162160978257,1.0134784512059845
2021-01-14,1.0162234912392047,1.006822882140518,1.0133815909638084,0.9939728776057563,1.0624562034886167,1.0273574788493314
2021-01-15,1.00262005501705,0.99701110062046,1.0147465286569295,0.9803417434202317,1.0504411013380373,1.01501425840221
2021-01-18,0.9997796617578246,0.9903877844120075,1.0084662928450365,0.9812644875271451,1.0494958893778141,1.0199101677913627
2021-01-19,0.9944227240706938,0.9822977929343275,1.008768597517313,0.9754597678054783,1.0518273797718327,1.0085444550577656
2021-01-20,1.006384076149548,0.993699481781768,1.0094823881548376,0.9863688001797453,1.0538546145553025,1.020042510464444
2021-01-21,1.0073963855361583,0.9835714571474029,1.0041592598549334,0.9846432957104856,1.0537881176714865,1.0188784115780076
2021-01-22,0.9974942938939046,0.9741789195408949,1.0101642053283792,0.9856398198401166,1.0497979962088528,1.0155995217945246
2021-01-25,0.9830027260122246,0.9584284707880394,1.0155929767107197,0.9793889755094223,1.039765633237001,1.0049378419124284
2021-01-26,0.9886458618097778,0.9556786762351493,1.0055852375785297,0.9796151862602701,1.0481465774763417,1.0088077071482782
2021-01-27,0.9793270214164762,0.9298937141510185,0.9954555356318614,0.9722506881943377,1.0386157256698247,0.9930509651326567
2021-01-28,0.9802409083894695,0.9389614141861972,0.9885645061172715,0.9760624239339102,1.032584915313263,0.9890255706469566
2021-01-29,0.9651648355049486,0.9281032861145121,0.97326764198377,0.9599419846165991,1.0137063012409495,0.9694467830862559
2021-02-01,0.9759209225148119,0.9505893855934685,0.9910241146107192,0.9789716387242478,1.0128634552526603,0.9862783546157176
2021-02-02,0.9916661007808263,0.9544194655088666,0.9997721676340934,0.9807327558634874,1.0131876425423125,0.9998191850247469
2021-02-03,0.9895704039139639,0.9567121689136049,0.9875847750752854,0.9818500467637097,1.0146552147007468,0.9983155874507901
2021-02-04,0.9941663778274545,0.9499765378278707,0.9861406926381759,0.9838467346959837,1.0154629025529347,1.0053779984640006
2021-02-05,1.0005527557883824,0.949713390528654,0.9819163943279192,0.9857373153512428,1.0139392757954393,1.0057984779135105
2021-02-08,1.0041739394706943,0.9507662508900626,0.9734923437121349,0.9881030013553759,1.0223344115141253,1.0075502942460426
2021-02-09,1.0029970669861596,0.9477964891195535,0.9790480594397172,0.9886524084896222,1.020689323340953,1.0091795473133167
2021-02-10,0.9978889363280103,0.9495746645857803,0.9801040633921261,0.9874626467311515,1.0182753488271177,1.0067697088604894
2021-02-11,1.000952946859787,0.9494066960185128,0.9837196205403704,0.994708101629438,1.0176094476603323,1.0114963443243552
2021-02-12,1.0066088155348432,0.952816363422476,0.9879276721768472,1.0000573054873696,1.0283743250494892,1.0182256950340258
2021-02-15,1.0236330204129827,0.9803775918685561,1.0116790241862608,1.0207797943787817,1.0582741777863736,1.0430548200560907
2021-02-16,1.0267042207860853,0.9791807723853246,0.9940744503354093,1.0145127870287802,1.0553164489357127,1.0419176270963206
2021-02-17,1.0160442790703377,0.9627934081286535,0.9959606721743343,1.0101483148840886,1.0544501030374023,1.0294783751068028
2021-02-18,1.0007227609086093,0.9548275227481454,0.98115914634222,1.001988918278699,1.0438554927626458,1.0173073753011677
2021-02-19,1.0073302579753691,0.9607348600752803,0.9763355498128622,1.001374316719,1.0432763486422085,1.0252192860791962
2021-02-22,1.0096938816839969,0.9604130810750844,0.9675773313581203,0.9840895441101292,1.0501140974303247,1.019427819229909
2021-02-23,1.0133131691949544,0.9636252824988959,0.9718761514622013,0.9844047291668422,1.0521229308495657,1.0194473678434077
2021-02-24,1.0214364547076167,0.9614796262246584,0.9706376378828502,0.9875379316815441,1.0690080569268878,1.027632275401117
2021-02-25,1.0169617840938736,0.9550412872867668,0.9628142416273779,0.9871017677366551,1.0614755235749391,1.0205140433542248
2021-02-26,0.9964048400008351,0.9272845394732784,0.9409907152074047,0.9597602317507008,1.0321755553579683,0.9932032236763032
2021-03-01,1.0127348388289785,0.9425371837167144,0.9561122234415386,0.9812486286604291,1.0438427906210739,1.0161797582224665
2021-03-02,1.0149547513793435,0.9432183091545393,0.9553943188599018,0.9831400000768873,1.043266620958459,1.018399779988763
2021-03-03,1.0243642268753843,0.9531597973579989,0.9517347040245938,0.9898901776262069,1.0547422893036544,1.0345296776371524
2021-03-04,1.0161967351738468,0.9505068725889184,0.9619649973670076,0.9801930943209819,1.0568065676495473,1.0197081329152973
2021-03-05,1.0072474964422562,0.9436999782837506,0.9616052195409451,0.972091150904497,1.058156038980687,1.0043290033684837
2021-03-08,1.024378890659541,0.9518538399567387,0.9654186988229739,0.9832441671300282,1.0650455088781856,1.0223029067451952
2021-03-09,1.0291002830294673,0.9658955834137201,0.9708113578048626,0.9948440915619369,1.0747087713675183,1.0268983999031498
2021-03-10,1.024812081912499,0.9677316566010775,0.9709369515880901,0.9966762269131973,1.0825501493086915,1.0295732480528637
2021-03-11,1.0270107491509783,0.9710670851294586,0.9737912193587602,1.0054427973319893,1.0833208596230492,1.0334444245765546
2021-03-12,1.0296937163049231,0.9719647959874792,0.9753797207376151,1.007861650023582,1.0861069917722947,1.0346608760091232
2021-03-15,1.0321676735910816,0.9722738669207261,0.9784770116541154,1.0133359178018813,1.076815735865393,1.0286388514035154
2021-03-16,1.04254037646594,0.9880351271344078,0.9935284216420679,1.0279907136980169,1.0867146335961624,1.0474206438873241
2021-03-17,1.035206053864097,0.9895936165507694,0.9745955074892548,1.017334399102392,1.0806768822566624,1.03500188100499
2021-03-18,1.0363751189697157,0.9928097798966773,0.9753095190133648,1.0202610674354033,1.0820715738475226,1.039797016428822
2021-03-19,1.0237629614789578,0.9849240577091868,0.9742222076778336,1.0112540713143177,1.0745867893202863,1.0300198190854246
2021-03-22,1.0198930782059847,0.9820707777208182,0.9775472913886122,1.0210029338996511,1.078761653864269,1.0301999932225323
2021-03-23,1.0136127010906089,0.9705593893778607,0.9863507783621089,1.017147040699678,1.066670134233276,1.0301758705316817
2021-03-24,1.0176773046515661,0.9712952921338572,0.987433780126009,1.0231288998681245,1.0688698580099483,1.0339612397031974
2021-03-25,1.0128840074497585,0.9624121300235752,0.9971093010101479,1.0122744003035131,1.063112080828956,1.035083634665635
2021-03-26,1.0223529842060888,0.9786783852640591,0.9965849772580812,1.0195667562858934,1.075978039060357,1.0407012690273736
2021-03-29,1.018013339286593,0.9743509621797397,1.006024712867364,1.0183977725495668,1.0703019950028483,1.0313490466497914
2021-03-30,1.0308281868171567,0.9810163754448368,0.9975581361041908,1.02192605787545,1.0737153648260265,1.0439241232764112
2021-03-31,1.0261392528233284,0.9809999808711475,0.999960584926348,1.014735012242893,1.0638783989774383,1.0328681881809714
2021-04-01,1.036814768680152,0.9946620608000095,1.002904063308383,1.0314783609644183,1.0620330462439302,1.0456301832619226
2021-04-06,1.0481790099871267,1.0033341471348236,1.0180865761626114,1.0425484277327124,1.0744865935347214,1.0583978002551984
2021-04-07,1.0587021393601177,1.0119652060588589,1.0232684039275368,1.0491828046399012,1.0831532355509044,1.0700806257958075
2021-04-08,1.0648871144951382,1.0249862620456585,1.0350509882930885,1.0603792858536993,1.086585131143923,1.0771680089492748
2021-04-09,1.0636785405310787,1.019499688771092,1.0352573412601593,1.062614880923238,1.083221656204858,1.0813196134908223
2021-04-12,1.0619698014269354,1.0132616981426041,1.0343691149103356,1.0546085396915859,1.089042478457302,1.0741968511402162
2021-04-13,1.0696491283039513,1.0182010660056657,1.0230804753223177,1.0590394356777006,1.089921851896254,1.0806884147059992
2021-04-14,1.0730337436579986,1.0105640473426645,1.0254210297824635,1.0656334148661413,1.104780818663279,1.0789062478824978
2021-04-15,1.075045465106725,1.0189812787943977,1.0428323643890445,1.0768826131416502,1.1109414521359717,1.082293878151943
2021-04-16,1.082511777584644,1.0248751079921405,1.0384643375125469,1.0835368295676844,1.1085500541196438,1.089478777734821
2021-04-19,1.0804273876827812,1.0214733284690254,1.0432857221490122,1.0832193443035283,1.1077932764379537,1.0852868184229572
2021-04-20,1.0547087209692187,0.9919703192081011,1.0318537195724695,1.0700664879464201,1.0876890914320507,1.0692831054165401
2021-04-21,1.056670429802478,0.9942614886279647,1.027129853209363,1.0717685256327143,1.099816297367973,1.0730503828441058
2021-04-22,1.0646825624009166,0.9994032172627247,1.0396376111468613,1.0827224927929264,1.1055925526565171,1.083861797205478
2021-04-23,1.0640832242543548,1.0012637002518876,1.0324261184698973,1.0831825988716008,1.0985451668452977,1.0849887009404704
2021-04-26,1.0777754623501214,1.0117570424366475,1.0249676020999277,1.0895629353626786,1.1075215899242088,1.0876443992680573
2021-04-27,1.0724900525771672,1.0049295710316468,1.0213400727645345,1.0867907601083682,1.0991138416012203,1.085958152842737
2021-04-28,1.0749711632231624,0.9985143436133653,1.021917875113441,1.084795982600735,1.1031067107527115,1.0859308351888886
2021-04-29,1.077089310976353,0.9903896857660722,1.0140128518079063,1.0802570080727378,1.101824538517662,1.0880212987457458
2021-04-30,1.0749096073288202,0.9933100900403226,1.0263201060106333,1.0740086444815242,1.1145656935620947,1.0891736219042734
2021-05-04,1.0606188980630444,0.9917738099495379,1.0204851680408462,1.0693536428609904,1.1054523223338808,1.0792679095836317
2021-05-05,1.073854104446771,1.0035893509916434,1.0228270570201283,1.0861349600436152,1.1211633797388987,1.0923431408662214
2021-05-06,1.0777682690180532,1.0155473900106726,1.0349158862565133,1.0845352478103665,1.1127738688039641,1.100167253732085
2021-05-07,1.0902133428072935,1.026910633647476,1.043079373380979,1.0941430576028595,1.1238780735287273,1.1064677830049274
2021-05-10,1.0867825937890971,1.0252181717886264,1.0346248460358753,1.0900010028406213,1.1236929042438057,1.1046164243333894
2021-05-11,1.0553981671212396,0.9994211600318064,1.0091458411548675,1.0616874584858242,1.0935845243411586,1.072828101190907
2021-05-12,1.0574283695011366,1.0065028685470654,1.0154839424046633,1.0604795948321892,1.1068308448365873,1.0754215094222745
2021-05-13,1.0562671652088529,0.9980770799036202,1.0239252608868183,1.0500702129757855,1.1061154869564043,1.0697908786459265
2021-05-14,1.0712216726602721,1.0125712220194492,1.044756910220758,1.0675130153541703,1.1202572187029178,1.0847537771085238
2021-05-17,1.0630005159041565,1.0180916462967342,1.0346148179972305,1.0633907654825405,1.1223393452081551,1.0805244082351508
2021-05-18,1.0673024345426074,1.0194326762809436,1.0361334619590552,1.0687016334690531,1.1231408428822864,1.0790782004304422
2021-05-19,1.0580767408630665,1.0127265151790608,1.0299057936048162,1.058522158956472,1.1097407484466413,1.065023665800836
2021-05-20,1.0672135426980576,1.0224507304828399,1.0431001081425162,1.0722665768473918,1.1182313404331243,1.081043169256332
2021-05-21,1.0696130562058273,1.0228266618421122,1.040188110546433,1.063709481042894,1.1208730611936397,1.0787209848167048
2021-05-24,1.076699586040538,1.026342563151376,1.043220655544433,1.0704124958047059,1.1261465691742079,1.0854905163657533
2021-05-25,1.0784759938719481,1.0188708279660912,1.0443873180548733,1.066326060553203,1.1210219372339458,1.0826235936583133
2021-05-26,1.0834655305010625,1.0259916632768518,1.0513070732354362,1.0612654265446237,1.1211639015162274,1.0880475254456188
2021-05-27,1.0867954096764414,1.0365127999793595,1.0386416831199925,1.0524415021972822,1.1178202492043252,1.0886077187838972
2021-05-28,1.0847788705314756,1.035449282219756,1.0380547323177038,1.0576573077542841,1.1199741989705856,1.094899218936227
2021-06-01,1.0910156588183662,1.0504805544559694,1.0525603977771578,1.0661139987902932,1.1360183644780553,1.1038240015662844
2021-06-02,1.0936620349592383,1.0481130587625673,1.051097397978096,1.0717147043247743,1.142824804318754,1.1072167003580544
2021-06-03,1.086238908939475,1.0390530230959476,1.0403294086065493,1.0624495917812964,1.1424321045696146,1.099991465354207
2021-06-04,1.0850136005564102,1.0414111191729303,1.0415586842351168,1.0657735466566782,1.141613639667367,1.1004588571222762
2021-06-07,1.0902368269690648,1.0474696198650502,1.0466638757485993,1.0639020755424886,1.1443354274975144,1.1058707495083266
2021-06-08,1.0924103167495836,1.0459254097369184,1.0519946493410943,1.066743017264306,1.1520886299154858,1.1117549418287005
2021-06-09,1.0889936778169254,1.0429193738211675,1.0512617232817807,1.0598103433527108,1.1499254364296205,1.099664624537415
2021-06-10,1.0847956207987053,1.0494739394404464,1.0527461112474616,1.0546989412125891,1.1437275149571389,1.097651939419161
2021-06-11,1.0912603744051281,1.058776472261785,1.0610578077013495,1.0631487376536501,1.1506359229287562,1.1067106459291436
2021-06-14,1.0879633448957604,1.0259608656999124,1.0628815146144124,1.0669039788998609,1.166306628411404,1.1110141632086175
2021-06-15,1.0887224124004946,1.0296217257174258,1.0664799126699671,1.0641409744725385,1.1664953801418623,1.1126688183669566
2021-06-16,1.0929111716037108,1.0322082252455769,1.0717327312439722,1.0666868264951341,1.170513831238551,1.1140780754995698
2021-06-17,1.0934576463049164,1.0296989256124431,1.0721324332381752,1.0636394880806954,1.1612023532933207,1.1069678146399438
2021-06-18,1.07519791137623,1.006190091305444,1.0549109161293058,1.040158749811612,1.1468235080512756,1.0866599417179923
2021-06-21,1.0840009481371318,1.0156491870616584,1.0566506200481973,1.0524277815051761,1.1646019357930442,1.0951071694768926
2021-06-22,1.0877104358306993,1.0216651249701911,1.0579116530219965,1.066055682523872,1.1774445589906268,1.0994119172666816
2021-06-23,1.0819288220196817,1.0182762872273512,1.0529661285873677,1.0651209539375832,1.1772276675683713,1.0956624079066581
2021-06-24,1.0831133083624378,1.0085465865793226,1.0495017119229422,1.0700556590947155,1.1811946248518732,1.0982725071070536
2021-06-25,1.0854687328507737,1.0100126192786016,1.04744477144819,1.075030722487987,1.189036594480365,1.1028627797695003
2021-06-28,1.07620391256496,1.001190912914342,1.0454877967626413,1.0593745574829483,1.175168390280776,1.0919672386432289
2021-06-29,1.0758190248059731,0.9983977004510992,1.0447621037420438,1.061972088984331,1.1766354403770687,1.0940168081781974
2021-06-30,1.0687085089941146,0.9904868673053536,1.0377245649416191,1.0555062433402123,1.1678321882711689,1.0850010369063694
2021-07-01,1.0846444468628043,1.0054907624918976,1.049429909777933,1.0645904080298458,1.1839796681614971,1.0990385414576778
2021-07-02,1.0861320615294099,1.0092638193984005,1.0533178486567583,1.0674208180910034,1.181699742132348,1.1036081905061483
2021-07-05,1.0951402188772739,1.0178951447068183,1.0573150325528256,1.0752925802820443,1.1927412005137759,1.1144543798026745
2021-07-06,1.0885050378424597,1.0076998152551118,1.0633549173923684,1.0701709763779095,1.1798226861874477,1.1060830428218427
2021-07-07,1.0929168100137323,1.0141781589640688,1.0743371318077246,1.0845775485613933,1.186160735083817,1.1143073785038096
2021-07-08,1.076478321422721,0.9924965541029921,1.0590348654617279,1.0601836004405663,1.171030585170517,1.093501992841642
2021-07-09,1.0907184957269558,1.006440717815604,1.067912454593509,1.0764882688928756,1.1826776274818755,1.1156098638359897
2021-07-12,1.0899583188110114,1.0043281660455579,1.0685870496526741,1.0782690951258518,1.1901815976688965,1.118325446386155
2021-07-13,1.0901382044591097,1.0049622706644303,1.0711628108316622,1.0799787865930321,1.1957515746422183,1.1199276500619189
2021-07-14,1.0854160077879889,1.0010766949979855,1.059648520450099,1.0733507786380316,1.1893584912926964,1.1141446949658977
2021-07-15,1.0732166756928392,0.99283358989778,1.0463068878557051,1.0641418279181274,1.1698184243423886,1.1029109541375146
2021-07-16,1.0727380577323318,0.990349305127971,1.0613101313437385,1.0647846292010348,1.1655944404712593,1.1016713230886053
2021-07-19,1.0434844550146047,0.9596688402637321,1.046301927316522,1.0447546803205872,1.1363793523101389,1.074612086338704
2021-07-20,1.0507400865763543,0.9649166061350952,1.0445670496763393,1.0518710595403862,1.142365622206549,1.085022700748537
