Date,Cluster 1,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7
2021-01-04,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2021-01-05,1.0058155043701227,1.0155312044953098,0.9899685714984582,1.0008032944855716,1.0062645187625257,1.0045268407153767,1.0012882052897119
2021-01-06,1.0402789728977997,1.0481834171912576,1.020303689710223,1.0287598797128414,1.017835329246602,1.042850627789569,1.0254634085862444
2021-01-07,1.045360957582809,1.0534122907381953,1.0155631094640047,1.02888123176069,1.0098929986089245,1.0437325181672892,1.024247173468802
2021-01-08,1.0426548979348726,1.0511526094994232,1.021948430188494,1.0338516831967095,0.9893394053749743,1.0388889530003522,1.0262504935016423
2021-01-11,1.0224279896541881,1.043598870163782,1.0137312545851989,1.018773411611339,0.9795191306581452,1.0242045414073964,1.0125545079170373
2021-01-12,1.018588642616263,1.0466247034052252,0.9974360376471776,1.007985953347425,0.9621999085019792,1.0217147262210213,1.0041035937515383
2021-01-13,1.0024151043851037,1.0461726667163833,1.0097108197164224,1.0083298664439087,0.9618572854995525,1.0204659302409036,0.9999445324555082
2021-01-14,1.0257711898171655,1.050583738568047,1.004527087798596,1.0185683695324388,0.9638134023398701,1.0293769454230202,1.005095420396047
2021-01-15,1.0116728099809469,1.0397910404475939,1.0076892355804428,1.0058970899764366,0.952025326978551,1.008589354032061,0.9987165054408231
2021-01-18,1.0102026430950757,1.0370788434609541,1.0020084602615498,1.0098765157858285,0.9406428708255511,1.0079432818074336,0.9940600165323119
2021-01-19,1.00192197187969,1.0372914642838547,1.004889449546321,0.9999017660072425,0.9307376317977882,0.9982088434458455,0.9921402527292048
2021-01-20,1.0148230895419894,1.0424549361853281,1.0024988275117472,1.0115288494573045,0.9381922939590005,1.0123950340912902,1.0025900531222254
2021-01-21,1.01023256259755,1.0365532719833288,0.9941892861935451,1.0107525165878781,0.9334188162033662,1.0079421587972175,1.0070508354578322
2021-01-22,1.0012505669420564,1.0257190770679905,1.0053713548841918,1.0090363876690047,0.9389090618316155,0.9948238120403471,0.9996892738237705
2021-01-25,0.9897509584095294,1.00830638218166,1.017585027720394,0.9976807678701571,0.9331124775916164,0.9768662148574905,0.9906690329079716
2021-01-26,0.9814121265375516,1.010412491056705,1.0122026417668488,1.0011672822014663,0.9372250093668368,0.9824823134779791,0.9936611028907243
2021-01-27,0.9567176690136505,0.9950382078981989,1.0030290838213856,0.9889537947844745,0.9057687310859756,0.9710158214484289,0.9860757116941856
2021-01-28,0.9511567729232246,0.9953335870705179,0.9963503344555725,0.9887289549755953,0.91694302000699,0.9757586107772529,0.9829828884057757
2021-01-29,0.9290593435046018,0.9779249728234286,0.9832293515575744,0.970426348783346,0.918421742979249,0.962033115959379,0.9653951943034127
2021-02-01,0.9521862893197298,0.9869950525204498,1.0003621616799312,0.9876920572273262,0.9418359954344785,0.9717968965468015,0.9777650173173278
2021-02-02,0.9698058779419574,0.9914792303783848,0.9998591443654442,0.9981814963509874,0.9389193433242905,0.9825914725342749,0.9957101139833501
2021-02-03,0.9662758937192386,0.9930744267217301,0.9866921999406923,0.9977445180483332,0.9416791912041262,0.9835972769712974,0.9914307925236833
2021-02-04,0.981752725603075,0.9931516724286755,0.9766094193588863,1.0035509926839203,0.931093260343937,0.9896669618871873,0.9928585316265471
2021-02-05,0.9969501764823431,0.9951139629442167,0.9609372100576387,1.0053397201546967,0.9270188666858179,0.9946239570836355,0.9983960010173106
2021-02-08,0.9929996165621572,1.0022533320482505,0.9560635871795562,1.0068965540541877,0.9310132494174719,1.003536844017978,0.9958148297326115
2021-02-09,0.9995743877104973,0.9999518553410567,0.9627966771515581,1.0070655073533257,0.9268514023884833,1.0006287551541089,0.9968039192275936
2021-02-10,0.9924856511547215,0.9994352308533769,0.9651242437320506,1.0056946267184779,0.9260982447138162,0.9985519199357534,0.9901652618640899
2021-02-11,1.0016965380037488,0.9989497285091005,0.9654204660818035,1.011643206983337,0.9198090759121893,1.0040054511170478,0.991899589337507
2021-02-12,1.0035309749814185,1.0077914475288845,0.972988384126305,1.0173855411771235,0.9227497394909514,1.00656580840458,1.0000893376380664
2021-02-15,1.0498460145306538,1.0410824536582342,0.9863806482680214,1.040733912160834,0.9409502133603512,1.032263280992877,1.0103062614750082
2021-02-16,1.051979974789266,1.0390577722581051,0.9656528054619413,1.0373317553105383,0.9376139602646149,1.0378554956729193,1.0105400253242476
2021-02-17,1.0408752866526287,1.0377694072456174,0.9720912124972884,1.0273372355445394,0.9151200050569027,1.0280515756726738,0.9977069916279351
2021-02-18,1.0412618812550585,1.0273910582847765,0.9543956125976545,1.0154257965008975,0.9106276403724619,1.0123321952116937,0.9838264880519144
2021-02-19,1.0536817774094889,1.0355224763376791,0.9450950557551032,1.0211381222319753,0.8994663479718616,1.0286847573222118,0.9809143008280334
2021-02-22,1.059669826933771,1.041512020458715,0.9268979793707637,1.0119690838336954,0.8983297022087895,1.0370786802275385,0.9756597505517199
2021-02-23,1.0552696218282742,1.0471179116521887,0.9343759804675742,1.0115373453353567,0.8967028732517275,1.043240558757085,0.9771095328393627
2021-02-24,1.0684585719135151,1.0561819731093776,0.9285160166375903,1.0183985321398628,0.8916699904436166,1.055207728593222,0.9807479168740022
2021-02-25,1.0540303512412306,1.047596779291928,0.9259536326408867,1.0131795842854383,0.8877921233447544,1.050504812349724,0.9769445397534491
2021-02-26,1.021204968982511,1.0183040713772569,0.9042054605773107,0.9853737716041752,0.8650468584506843,1.0287595619446768,0.9569278435295985
2021-03-01,1.0504880014855356,1.034448294948084,0.9178449635176312,1.0076594318727514,0.8714759223955328,1.0483296756604161,0.970228410687608
