Date,AUTO.L,AZN.L,SHEL.L,TSCO.L,BARC.L,CCH.L,GSK.L,HSBA.L,REL.L,SMIN.L,SN.L,SBRY.L,NG.L,WEIR.L,PRU.L,NWG.L,UU.L,RKT.L,ADM.L,SVT.L,CTEC.L,AAL.L,BP.L,CNA.L,ULVR.L,MKS.L,HLN.L,IMB.L,STAN.L,AV.L,JD.L,GLEN.L,DGE.L,SSE.L,LLOY.L,LGEN.L,BME.L,RR.L,BEZ.L,RIO.L
2024-02-12,1.1994113248813127,1.281022398326584,1.9185806227,0.9345218435279462,0.9965340053790498,0.9295352213044447,1.1752093503895642,1.6019383040612263,1.8156732869080614,1.0529236550632912,0.7012356658432535,1.1348775528642019,1.136842931473592,0.8796815164632819,0.6053689970436987,1.2169419047377708,1.1330393897348208,0.8492010464558901,0.8510932066572893,1.0692990803407114,1.1613956051050351,0.6856857992660144,1.8864775039890764,2.8937980453906254,0.8961282550201147,1.8212284792063478,1.0367820795431508,1.2257155144184915,1.2559892789418068,1.3118189885020985,0.6487146638088751,1.6098146371802198,0.9811421910609909,1.019603358682774,1.1899750691939925,0.9052369314800233,0.9537236214107822,2.9951553327312097,1.5900378391821748,0.933379578099756
2024-02-13,1.1643679387015744,1.2943704408854992,1.9131990466364117,0.9148019047010348,0.9797949587411264,0.9265949507650687,1.1863372096103226,1.607467506697173,1.7775632404085384,1.0315477848101267,0.700277682538531,1.1069598578413398,1.1311700188202636,0.8692552865512051,0.5892734827180789,1.1976067544621625,1.127000930619377,0.8427096289913134,0.8467490383372691,1.0692990803407114,1.1428834718855065,0.6874082712970458,1.887658009724804,2.917473637227011,0.8960161619178196,1.7831752705312724,1.0311060283199454,1.2176346558810178,1.247351155625755,1.3015484992366257,0.6474866361976753,1.6034858349768284,0.9709591931963724,1.0085207758015065,1.1837953383817053,0.8871706371778679,0.9433798837734128,2.968023539754761,1.5859150713862977,0.9213528418284083
2024-02-14,1.1782529492540694,1.3110894501048058,1.9201182695423142,0.9265003032823615,0.9905359100198357,1.0005209904443004,1.2052688030395229,1.6343249447812287,1.8162177351418927,1.0357581487341772,0.7009162860672328,1.1113911412528985,1.136842931473592,0.873619768659233,0.5889754134243856,1.2245587712654016,1.1231582260251791,0.839758965800274,0.8514273357461429,1.0701561803383648,1.168215939088016,0.6839633759749952,1.8748702396584156,2.892721956824658,0.8945573107008505,1.7877414604210689,1.0255920933987965,1.223129781955136,1.2438960910268666,1.3242679914343765,0.6646792570304101,1.5983815962117711,0.9736747422339246,1.0235149522095965,1.191124725279732,0.9040837074732113,0.9615770904659393,3.0251941774672435,1.5804179357438126,0.9253618675702865
2024-02-15,1.1772612276619177,1.3248421983687673,1.8945671032820888,0.9231579182731375,1.0003003627679259,1.0248828361668774,1.2016558732006426,1.6498592945682184,1.8042404059450714,1.0396446202531646,0.7082608507406623,1.1122774656607706,1.144784981453273,0.8733772513688458,0.6017922110261429,1.2556121157462132,1.1423717489961676,0.8412342627660353,0.8624544126198515,1.0898707373364576,1.1760105214962384,0.6917143538945999,1.8445967243671209,2.93146410329267,0.8934351490125501,1.7633875183839995,1.0393770297342293,1.1836958404049407,1.2542618126164815,1.3382731435202444,0.6745036653407585,1.5967483046448498,0.9836880442025462,1.0336196367091586,1.195149070498883,0.9125403308013394,0.9726869159480482,3.1007751571147018,1.6024064783137528,0.9286734713186697
2024-02-16,1.192799275731401,1.3609765422192233,1.919940342909901,0.9345218435279462,1.0233164586974033,1.0341237450837686,1.211338560485849,1.6819827012577115,1.8521501216929575,1.0652309335443038,0.7133699910169562,1.1229127490251922,1.1527269620955052,0.9070806402266953,0.6217625806630117,1.3446710005966236,1.1451163079657087,0.8506763434216514,0.8651275270248345,1.0945849968322288,1.1886767179096,0.7054937402227536,1.8573859373005726,2.9938811842430266,0.9043196661451038,1.8037238800846909,1.0476478330833916,1.1930722129514886,1.2840633776413315,1.3460537941399733,0.6883191048185219,1.6314557816139923,0.9937014291114885,1.0401389061649167,1.241713215918082,0.9233032257821783,0.9868615612569298,3.132752134944698,1.6079034460842645,0.9612676782666703
2024-02-19,1.200733653976862,1.404661703840001,1.9283985278496985,0.9395353699927398,1.0392187500499273,1.0408441728460724,1.2061358355668397,1.680402653077029,1.8575944710444037,1.0652309335443038,0.7232688917935234,1.125571654523248,1.1589671244116977,0.9019887839158506,0.6119264304914239,1.318304951706448,1.1434696262567907,0.8512664345041493,0.8577761969051314,1.0898707373364576,1.1935484062905255,0.6960204852321662,1.8684043916304334,2.815238321242675,0.9080227381832282,1.8151399936970805,1.0474857167813347,1.191132301058455,1.294861097760515,1.3392068330123985,0.6944593365848959,1.6145102725049534,0.9981141029896502,1.0417687633455655,1.232515308529291,0.9175373996829737,0.9876277076576462,3.2383725508536267,1.5666752645095734,0.9461035658874555
2024-02-20,1.1947830216698283,1.3758079787360877,1.9130205563504636,0.9508992952475486,1.1284939139792987,1.0421043621043704,1.2123502161577426,1.6951477837707127,1.8706606967088875,1.061992167721519,0.7213530812074178,1.1357638095465137,1.178822041348555,0.8915624947809924,0.607306401945942,1.3405694938335027,1.1571933603786133,0.8580530360290084,0.8631226707975588,1.10958529433455,1.1799078127003497,0.6731590312513159,1.8359395219865586,2.8711988707972274,0.9095936825024924,1.841016115192185,1.0562429680692285,1.1794924345095972,1.297452561144978,1.381222289270002,0.6889331889069031,1.5940941902625698,1.0069394507459735,1.0492658515496105,1.2546477251531511,0.9279158278745712,0.9910757177967306,3.2025196025984233,1.5762951679479356,0.9115921729852031
2024-02-21,1.2013949699016988,1.3620553622122646,1.9283985278496985,0.9542417823548576,1.135189553936792,1.0500849791249722,1.2002107012650904,1.5529640554333841,1.8695716672543579,1.0558385284810126,0.7223109084888009,1.1490578629578705,1.1799568180240756,0.8993215675038438,0.6123735344319636,1.341741429659629,1.154997605857367,0.8565776005442136,0.8607836037872756,1.1027279705816295,1.1945227290915532,0.6724543968949883,1.8510896261525427,2.7829536922015294,0.9099303720311609,1.8486267801594873,1.0523508893965738,1.1681761500700159,1.297884559674547,1.3868245213711468,0.6904681648519185,1.5763320977142024,1.0145768442899985,1.0492658515496105,1.2442999421109957,0.9225345273515788,1.0041009092806306,3.192829824416765,1.599657742620537,0.8978223931615481
2024-02-22,1.200733653976862,1.3533655192056702,1.9272451048334511,0.9251631246628849,1.1416061334503258,1.0479849031831223,1.2059631354015208,1.5548070156457616,1.8918935128939744,1.0535712816455696,0.7264622214837118,1.1260147828644038,1.1669091743913784,0.9048983991726814,0.6129696275125877,1.3364680766131558,1.1440185648871022,0.8580530360290084,0.8584445367769924,1.088156432586812,1.2052403542786456,0.6928105167689037,1.8424326642498243,2.767887794923945,0.8977840126930824,1.8204673894773304,1.0590001335949246,1.175612531685399,1.307818282734593,1.4008295783087936,0.6966083966182925,1.551220255458821,1.0132191112413826,1.0287302244340493,1.3209011582302015,0.9263783134394306,1.0132954858729022,3.4573641404710242,1.742582597837255,0.9011339969099313
2024-02-23,1.2142881579440008,1.3781781155653476,1.9176334968774065,0.9348560105602092,1.1420246176046454,1.0479849031831223,1.2085645861535435,1.5724486866714873,1.9055043197791568,1.0587534018987341,0.7245463328859364,1.125571654523248,1.1737165863704349,0.9032010742538789,0.6107341533166512,1.356389194801827,1.1357842170683954,0.8589382419122719,0.8464149092484154,1.083870618335529,1.2101118195322123,0.6991521284958286,1.8341686431440458,2.7474403044469504,0.8982331029903835,1.8341665399539002,1.0615947866883204,1.1827257263821616,1.3713090037057003,1.4073654047538715,0.7085818649620375,1.5344789857258123,1.0135585030333762,1.0342715955081019,1.307679125189885,0.9302222171012239,1.0263206773568019,3.421511783741258,1.7686939082030724,0.9058401889295894
2024-02-26,1.2172636254745797,1.3827631993408778,1.8995642676350986,0.9308452914864593,1.156671243470971,1.0463046166260614,1.2101543812336726,1.568499049218002,1.907681979727615,1.0509803797468353,0.718798433057601,1.12424220177422,1.16123626173805,0.9007763751322593,0.6070083781590112,1.3546315596909593,1.1237072317464991,0.8663147960005954,0.862120201836844,1.0620131018346255,1.2227780903213599,0.6758992434770267,1.8349556068882233,2.683946641915096,0.8968864474311553,1.8181842364517142,1.0517022261232247,1.1759358766802814,1.3743323336714948,1.4129673514103536,0.7030556235736696,1.5065089144003847,1.015764964382938,1.019603358682774,1.3197515021444621,0.9275315374462423,1.003334762879914,3.5000001109110195,1.7838109472839196,0.8831810489424535
2024-02-27,1.219908485501761,1.3927419878612002,1.901871113667593,0.9278370735094982,1.1637854740944036,1.045044530005755,1.2075528421891317,1.5861403982449136,1.8804603659572505,1.0548668512658228,0.7114540244075112,1.1295598095936505,1.1686108540425224,0.903443591544266,0.6020902348130737,1.3692793248331572,1.1330393897348208,0.8612987447612968,0.861117814570283,1.0718704850880103,1.2120605395100539,0.6899136054039806,1.8347587757729875,2.7000889564356685,0.8788184340952554,1.8250339278514351,1.0445665339861427,1.1190305562205736,1.3877213852269037,1.4011409032877327,0.7055117725064443,1.5191667681836947,1.0274754741324899,1.0391610077832112,1.3311050146940144,0.9236876337844488,0.9906926445963725,3.4748067467912516,1.7604482047393448,0.8910246170699786
2024-02-28,1.2278427628291808,1.3727841473402786,1.8911066463488355,0.9268342661184544,1.1780136158064096,1.040004183524529,1.206685721369297,1.6048346833938614,1.8722940414103815,1.0419117879746835,0.6696225288340882,1.1237991411586246,1.1680438123920025,0.9099902554835262,0.5892734827180789,1.385684904171771,1.1275498692496884,0.7468129021337403,0.8684692263841399,1.0697276303395382,1.2013430630745343,0.6694010300909138,1.8192152498543757,2.716231599633262,0.8708506963976271,1.831883270766848,1.0182943839922185,1.1012476089977326,1.4019744338414506,1.3955388614830297,0.7227043464839914,1.5248834757003147,1.0196683846924681,1.0512214890461844,1.338722035181101,0.9186905649028145,1.001036323677765,3.5901166451191204,1.7934310185942552,0.8788234826809713
2024-02-29,1.2238756746244914,1.346218484959426,1.8891843999114313,0.931847894681333,1.147406436731512,1.0353837290660837,1.2029279918008036,1.6180000879056764,1.8842713706072027,1.0415878955696203,0.6645133885577944,1.1060736011590282,1.1771203616974113,0.8888952783689856,0.5794373780532535,1.4009187267698062,1.125354114728442,0.7373708907376408,0.8908575909145644,1.0714419350891837,1.1993943430966925,0.665877809569263,1.8129189387063456,2.708698486655959,0.8678204906396106,1.8022019329495282,1.0750553913870788,1.1022176439823805,1.4417099858228217,1.3890029398897308,0.7239324678055663,1.5318248713435323,1.0055192636359278,1.059696475631935,1.3385783281703836,0.9306065663165237,1.0071657291074032,3.576550896512255,1.7920564828756738,0.8852725477757932
2024-03-01,1.2354466344892856,1.3592990950374675,1.9180180964724964,0.9278370735094982,1.1827090740550794,1.034963734405312,1.200904592164498,1.613523660392359,1.8570500228105724,1.0496848101265823,0.6689839253053864,1.1051872090255959,1.1742837666958508,0.8981092179430341,0.5830141640708093,1.4460339580225265,1.1171198340007436,0.7589107389581803,0.8948673850632697,1.0752990945873013,1.2198551219182765,0.6892872475072408,1.8560087206885312,2.7216125354786302,0.8681573852791707,1.7839363602602898,1.0708386839800672,1.097691130206548,1.4918115232902824,1.3933602526680036,0.7362128844831268,1.5616325983001749,1.0060286001448802,1.070453198563859,1.3615729868585482,0.9344504699783172,1.0205742280155683,3.6317831053680565,1.8305362645010959,0.893639054540582
2024-03-04,1.217924840481375,1.3547140112619376,1.8918754697699927,0.9221551108820938,1.1870348304713128,1.0379039023066965,1.2052402845561907,1.6019383040612263,1.8565054415898739,1.0451505537974684,0.6654713718625169,1.0892342501161831,1.1793894990237634,0.8981092179430341,0.5758605920356977,1.45482267083351,1.1165708282794238,0.7568452123908876,0.885511117022137,1.0705847303371916,1.220829593470877,0.6664258910064149,1.8485320240436962,2.697936779303734,0.8670350184799785,1.7519715209330458,1.0484586126587976,1.087344643637221,1.4736711476508035,1.3958499961655266,0.7260815278389627,1.5524453176502098,0.9946561551421921,1.0590445964664104,1.362291631695948,0.9336816539737758,1.0194248913025403,3.647286987068884,1.7920564828756738,0.8871899042071884
