Ticker,AAF.L,AAL.L,ABDN.L,ABF.L,ADM.L,ALW.L,ANTO.L,AUTO.L,AV.L,AZN.L,BA.L,BAB.L,BARC.L,BATS.L,BBOX.L,BEZ.L,BGEO.L,BKG.L,BLND.L,BNZL.L,BP.L,BRBY.L,BT-A.L,BTRW.L,CCEP.L,CCH.L,CNA.L,CPG.L,CRDA.L,CTEC.L,DCC.L,DGE.L,DPLM.L,EDV.L,ENT.L,EXPN.L,FCIT.L,FRES.L,GAW.L,GLEN.L,GSK.L,HLMA.L,HSBA.L,HSX.L,HWDN.L,IAG.L,ICG.L,IGG.L,IHG.L,III.L,IMB.L,IMI.L,INF.L,ITRK.L,JD.L,KGF.L,LAND.L,LGEN.L,LLOY.L,LMP.L,LSEG.L,MKS.L,MNDI.L,MNG.L,MRO.L,NG.L,NWG.L,NXT.L,PCT.L,PRU.L,PSH.L,PSN.L,PSON.L,REL.L,RIO.L,RKT.L,RMV.L,RR.L,RTO.L,SBRY.L,SDR.L,SGE.L,SGRO.L,SHEL.L,SMIN.L,SMT.L,SN.L,SPX.L,SSE.L,STAN.L,STJ.L,SVT.L,TSCO.L,ULVR.L,UU.L,VOD.L,WEIR.L,WTB.L
AAF.L,0.0,0.9445074367381205,1.2293957780701106,1.1046324254107125,0.7323530958064898,0.5159674678039443,0.3852459793152073,0.7476815769218416,0.18786982847231248,0.4352436627243542,0.3385712203976533,0.17418414335032717,0.20096000321308938,0.19265920878427734,1.196493807097385,0.402679269455849,0.2703124079884899,1.5136929636009935,1.2444959386562897,1.346170640129167,0.8196801190704834,1.3286996374076132,0.49947459451567877,1.522084031873212,0.5414469964749239,0.4217994299231148,0.4270441038456717,0.5029153389924341,1.4841597532805348,0.811627210616044,1.334779664102514,1.5433188659943249,0.3500622345963854,0.44224622023248217,1.375077062417732,0.6412675809371994,0.3329572692236512,0.16784113653312904,0.4241238097733234,1.1022130104937875,0.5334228087194781,0.4106512134030713,0.20696629653314857,0.3675886088947362,0.9167569151556468,0.3052671419298082,0.8783109979201802,0.3746499913183372,0.48309883067927484,0.47291062605588263,0.23421607387743382,0.36437948333087045,0.49916330566888445,1.1434849240042273,1.5519972721956345,1.0184964855420842,1.2224003444763607,1.0872034624612354,0.15962743988266803,1.1599820067334083,0.8290083976369922,0.5280695850649962,1.6590886341388174,0.32242600520261955,0.7205324884949318,0.4343537450461866,0.19054717184077985,0.3553061401160409,0.3232993488933378,1.1626012048092138,0.368385519624582,1.392763428875396,0.7060123403982272,0.6162120749527542,1.2530570144817903,1.0130731715362689,0.7883250203438121,0.25459510999324,1.3878071591203371,0.560736306869003,1.3645222334628728,0.6322810799236491,1.3277004621115742,0.5226111156892417,0.2044672209954681,0.9487794270984284,1.0586235814417555,1.4860435543333572,0.40735868315562296,0.17218995975140972,0.8275970818613165,0.7112512616618216,0.26572824507945736,0.7263826086620042,0.32239957204052283,1.134620338107212,0.3446273156768622,1.3719826085764324
AAL.L,0.9445074367381205,0.0,0.5612893148745843,1.4288560299009947,1.052776846733313,1.481543520400057,1.0924798254275458,1.4977644204807592,1.1873425965543707,1.2744597045553911,1.5019653179196575,1.2713791983508504,1.1251313216062333,0.6729465228286279,0.3883119152428296,1.4117187104842936,1.4699824247269895,1.1111839260047272,0.3120065698125707,1.2483401168105053,1.2741868649385868,0.5586418577895731,0.5850728772502185,0.698182934325486,1.6029530740839752,1.3884726389927193,1.5957883953974263,1.5545828025394548,0.4297494658217744,1.4250132935283437,0.7214825677001915,0.4883026268221792,1.377972738239894,0.7841757980348083,0.3910059538709678,1.3967754731081612,1.3362010147605217,0.8374995446007496,1.343886157512326,0.7289139618599398,0.7950173682229371,0.961174302801097,1.342281888509131,1.380195258355249,1.1645078291429147,1.1905533513910282,1.1207511681301356,1.0222444884003474,1.4965140833701145,1.527824213063964,1.260236252968964,1.2882793137481494,1.548730997391826,0.7190057953502449,0.6539565211388267,0.605133723112323,0.36960755496346176,0.4452840897283403,1.140742126880027,0.3985087557974749,1.586527344731555,1.5173159598464547,0.5555362399016588,0.9946410081504836,1.663954667497825,0.8026047046023204,1.1838473373184557,1.3520523877546324,1.3102417507104773,0.44106300139608634,1.4131100448592526,0.4821552196545196,1.494196850747521,1.6124219764997187,0.4338622800495159,0.5037190587858427,0.9525213169273435,1.3686314070127548,0.6818459711396294,1.180677220707703,0.4194776476783926,1.6678401223341335,0.4238405569805347,1.4412446042560536,1.2520035746132565,0.7218884485199887,0.5792193952687544,0.5068942300785189,1.0920481377486064,1.2611996501406668,0.33061794429310265,0.5118515593922779,1.305002839031949,1.3969532023870521,0.8984894089977394,0.25104022854168173,1.2836535137013052,1.3198272174712107
ABDN.L,1.2293957780701106,0.5612893148745843,0.0,0.9124903546991582,0.6027204229938745,1.500504269629285,1.0942134626936615,1.4499152045168593,1.3248707099757056,1.677719969940427,1.5752730466092504,1.273211694665672,1.1624270913410977,1.0794019336375726,0.4440891401330165,1.637387403095219,1.458247303813771,0.7644918626234165,0.39146166664444115,1.5769465503375295,1.6270931713546393,0.4311479776362708,0.7219972177672893,0.23123189374022546,1.5815023063235532,1.076494572412963,1.6407086862851266,1.6737574159440944,0.42929757882422215,1.4085965557674514,0.5434038666519843,0.6801020336903509,1.3520875936783727,0.5833554679011613,0.2524904258884928,1.3617795955458845,1.4455858326782307,0.8188200691320823,1.012843805587781,1.3951866944912548,1.238998518952266,0.7613627600953415,1.4619934640301593,1.4104693248169395,0.8841757036662278,1.0763293862631398,0.8515050442472937,1.0070560287343515,1.5210036450285598,1.5058171775562408,1.4286155843396273,1.1055207480035363,1.5657529703829316,0.39695541133039536,0.321053478606652,0.3441869040790181,0.5125629512701464,0.30146784878505806,1.2249946619000858,0.4798494358226507,1.4623866610941987,1.4586486101150293,0.33259258565058625,0.8932322819429056,1.3259502235043392,1.3209632709172308,1.318700145619946,1.1418260938612383,1.2259627250715948,0.10122151017361103,1.4649616283446316,0.21449141909199232,1.6098255894473787,1.6829136724075693,0.49875880360753355,0.4103434198380266,0.7565815501203398,1.3366744090942522,0.5747220870051215,0.8463977882589371,0.12360729013105087,1.634015559954396,0.5017008290507452,1.8195286099477017,1.2113834097677545,0.3502971285432017,0.13482043425185475,0.35748490750800743,1.3569867659898978,1.3520157370506902,0.28733328291265414,0.9985976635530149,1.3112144743917948,1.2160653188127386,1.181806154121606,0.30138832568642315,1.1210831439530895,0.6631288806886186
ABF.L,1.1046324254107125,1.4288560299009947,0.9124903546991582,0.0,0.537949742720566,0.5245347972944054,0.46183928145258557,0.5141776450073449,0.7986797224238866,0.954453970641468,0.7053179932766667,0.7559832746067824,0.7829526850733788,1.3781959648739714,1.1379554802984304,0.8957174535783639,0.6803644369820718,0.36359463161745986,1.0641308150067461,1.0087426870829912,1.0630501130334973,1.3872986123010878,1.1296036886325067,0.7441115381301548,0.5319125119616703,0.5993193552908949,0.6912618217297986,0.7334203529998131,1.3941915518959607,0.7005605360920254,0.7173803261471973,1.5116150916256466,0.5809017223226178,0.8088586336846462,1.3569696663446038,0.6232564156922127,0.7305464243876012,0.9744642215929217,0.6085406506934258,1.3579545961842556,0.9648440835248211,0.7999079957345436,0.7709460149699965,0.6577829735508351,0.3763575042855629,0.7251541575162994,0.41322632651741653,0.8002278623700909,0.5604369898834025,0.5929798708856062,0.939450321535428,0.5496346506886329,0.5175857004430546,0.6050718309084173,0.9738445653025455,0.7835768458881514,1.0201293162413214,1.0636351043023908,0.7939707378915644,1.1439221232939494,0.6434045563607135,0.5120452893251473,1.0605251637087765,0.6880312929243236,0.3148537558123363,1.265520058279954,0.8555439548296675,0.4986472708770381,0.5722016523260673,1.1374417575754014,0.5723036581006709,0.9427370878518803,0.7659168710559578,0.6344081526937746,0.844524268113879,1.4670990803395998,0.9918383136033335,0.6668203115873508,1.3572702492118902,0.509923414060836,1.144120719580948,0.594718130089958,1.1513831073850178,0.8678897389923815,0.7603667067396377,0.8479581380027024,0.8979737344072288,1.2607058367300477,0.9046513355131591,0.8336969846471272,1.416623613497647,1.4187223237367927,0.6883616562853305,0.62274289693165,0.9638393099367134,1.3216920316516665,0.5632893337215547,0.4802970576061124
ADM.L,0.7323530958064898,1.052776846733313,0.6027204229938745,0.537949742720566,0.0,0.6065549632696932,0.5569696648862905,0.578900190439245,0.5421941086491392,1.2364379219193435,0.7344254416100949,0.4811382470932234,0.41934847220444416,0.8229550995440454,0.7068796842336929,0.8840179125534148,0.6553757477894662,0.8421271310780909,0.7443118573899886,1.5151995113573284,1.5914896051393472,1.3397135293318911,0.46491552663460356,0.6005934581989228,0.7621042592446645,0.29902649299305595,0.9371653722509814,0.8856748507341121,1.164086632966991,0.8158849649253987,0.5715879240100005,1.494465477047366,0.4934044623844832,0.5525215008178623,0.9634987781522244,0.5103204711116802,0.6401738546172325,0.5150656704539974,0.35381131163369905,1.7959269376016467,0.9697631116511511,0.2246059197286172,0.7159066307216848,0.8015164763690257,0.2874993929290782,0.3981148874549746,0.22063149887329359,0.34685902577914685,0.6763848988098009,0.6062000654230424,0.7017541481256913,0.3548793666663109,0.8432178555834673,0.31789329518267007,0.9510525144919892,0.34565930035768255,0.9018461673385839,0.6133793765256612,0.48257122251371953,0.6946076435147153,0.7383328267560025,0.5391608453964862,0.9468552496293509,0.39925864176036185,0.6680632773316666,1.1667487371113694,0.5709321908288545,0.3102748790494957,0.41052201137569844,0.7542405609831835,0.6450620285359856,0.6148794686843877,0.901324685854867,0.7846542924695613,1.06882546236902,1.1358378199117347,0.3127285641286909,0.4889034501479723,1.3740254900695166,0.3754880285426001,0.8001961807295382,0.7751700286574692,0.8523069016646665,1.2393916677952854,0.5743884112296007,0.24276426243256632,0.5345293122487391,1.0510056183877579,1.0674253375912772,0.6592478942593629,0.6676181510968033,1.0854249226479877,0.49552749136098306,0.6516742545603491,0.6886662797703791,0.8786595841141875,0.4427196058337556,0.8278887286268503
ALW.L,0.5159674678039443,1.481543520400057,1.500504269629285,0.5245347972944054,0.6065549632696932,0.0,0.2810389864019778,0.17403019444187662,0.21665966485254173,0.40129712551105645,0.15929892927775535,0.2279876288607492,0.2265628061749938,0.7898309459032468,1.443162218971076,0.20071705574650234,0.13613307320358903,1.0443302062714812,1.46384857843705,0.8096939170543334,0.7772420653614254,1.7753545866532057,0.9106378921210324,1.449212839598498,0.11705929092148093,0.2517366542748235,0.24229121204820048,0.1302641379639572,1.7715720380510667,0.39091367708727087,1.134096873852727,1.8328526552415438,0.06951994457472788,0.8811502140339241,1.7261137887078224,0.11849107890281796,0.06680712698572866,0.6416220626292004,0.27777311423766604,1.2557478891939349,0.7803012474042438,0.43646315810660974,0.1721166557261984,0.24833557912806203,0.4112507512794571,0.2540691780669543,0.3688837054583828,0.35908659718979175,0.044022775650818025,0.07534136105394884,0.24483110626836635,0.1577458134313856,0.10962221966803543,0.9523921420935508,1.5960261145879246,1.047262313556223,1.457811234182251,1.3653903760009014,0.24072982021896283,1.3907245216223068,0.26362396028571533,0.08864168366008118,1.7022744652491333,0.4863761228164787,0.1888445189902933,0.8838922926148647,0.21204010613353674,0.17570765522397536,0.10121533974604258,1.6174722022466421,0.058683069752629935,1.506828640165851,0.22181730000328959,0.0981024592225348,1.4117056569338569,1.7069156588091734,0.7382718262160499,0.1392988393081478,1.677857335806562,0.4557764974501275,1.6903608589209878,0.10496809383298344,1.4874340172632583,0.3184189748535129,0.2695525205614244,0.9418148016788722,1.3547156144428425,1.6878479736684575,0.5862173021814774,0.22520877073776924,1.4030900415447145,1.154646998114766,0.16048951818465418,0.34077368359455684,0.556694433590857,1.6936486291132045,0.19848542506269007,1.0355063946156728
ANTO.L,0.3852459793152073,1.0924798254275458,1.0942134626936615,0.46183928145258557,0.5569696648862905,0.2810389864019778,0.0,0.5683310769367085,0.24218741125742205,0.4910956564630171,0.3190234777735822,0.23197272568749883,0.24082286013980136,0.6612007241300845,1.293006173937704,0.45960501567422474,0.24213334056970215,0.9815988614354739,1.2235760610736308,1.2203446925194856,0.8588342361826624,1.4836230936931296,0.8317611061617809,1.2660989815148298,0.3724827584988706,0.3683459717840418,0.43154951089159055,0.4570046085365763,1.6158051987731508,0.5826770996221952,1.0683815688851248,1.745147371188446,0.2281423665159502,0.392092006787209,1.4943347872597976,0.4723084232872794,0.2705272635973225,0.31446946089864836,0.3295421409887206,1.2025377390861332,0.6461694640429242,0.4113961863827946,0.25758733863106864,0.244849817708932,0.5150437150705431,0.2739504380145815,0.4839841090058561,0.3691335087283697,0.27433620804837744,0.341444591954405,0.386327414759036,0.219838428397387,0.26591314495311935,0.7861131383539357,1.4240728471665198,0.85744686170748,1.2248189329238888,1.1333308921222767,0.23107917418608104,1.2820584356985907,0.6421071730016243,0.3764848456940316,1.5558086664405575,0.3327859156462113,0.3354270981166324,0.8432304410210414,0.2831115180933681,0.22615228771299423,0.185787130111025,1.1956450204476372,0.17557768285999675,1.2634532453328877,0.546460057369299,0.4928212488573469,0.9184396255463128,1.3964924515036268,0.9440514328089152,0.22387953720125575,1.510439338735055,0.4050167172688922,1.3721861791104717,0.4840994449847096,1.3785617563452817,0.5329853913402626,0.2532607527368209,0.8387879185091397,0.9509518349791078,1.5166576250372261,0.5461743947617035,0.2579731407975082,1.1632339502630327,1.1440586114141467,0.28469211009922724,0.5214178758217003,0.5656185282681567,1.332280926804449,0.17205617592130162,0.9828865843922892
AUTO.L,0.7476815769218416,1.4977644204807592,1.4499152045168593,0.5141776450073449,0.578900190439245,0.17403019444187662,0.5683310769367085,0.0,0.3951950977396794,0.5978986696883157,0.29589292207508455,0.4240446520242517,0.43317323387053375,0.9527771439739244,1.2506314890651065,0.31985494126404757,0.36997405050822263,0.8800789350531382,1.2801410259366712,0.6825060889058961,0.978192482056611,1.8039497040888068,0.833796819685852,1.2531890783715758,0.2238453291451331,0.3456273399592068,0.40272524643708996,0.24485178919490458,1.6253036055861436,0.5259296071477304,1.0307088518932133,1.684143372094629,0.22008992910670333,1.0762776036751225,1.6447996246295715,0.10819056200925203,0.28081184779965296,0.9081630276638235,0.46876561533643846,1.3206859865934957,0.8980344089850832,0.5438448863604235,0.3925405672748119,0.42520256553799296,0.3676292312313728,0.46305350607165485,0.36883590301468494,0.4633994205006746,0.23158662895313198,0.1611311870433506,0.41868859702748207,0.35349187182172515,0.29809270221538087,0.8545086936912059,1.4192887933372387,0.970407619964307,1.2759757033740526,1.295798929408822,0.42732694332244514,1.1781814608251087,0.24337673419283745,0.11714125832429112,1.5146471640418406,0.6657454058870038,0.38333082905111693,0.9058756218842018,0.4018278269266634,0.29687509091479936,0.30209933704541714,1.6223928937656067,0.2925647913388215,1.3446716381245452,0.3590308347557587,0.13202881480940987,1.4889283099178463,1.7099094667353207,0.5240533266966716,0.31060882718861704,1.64775479042693,0.5306627647067992,1.5854585567311053,0.22398761162698855,1.2832269488340078,0.4893240696430795,0.4791120937618478,0.9381556269154143,1.310450917245896,1.5934580331363422,0.6793808391828327,0.47882588254174663,1.3808574879539441,1.0416119039933056,0.2695685715806436,0.36054237479676754,0.5847014528337406,1.6023493846021202,0.40132796280395333,1.0004674424989721
AV.L,0.18786982847231248,1.1873425965543707,1.3248707099757056,0.7986797224238866,0.5421941086491392,0.21665966485254173,0.24218741125742205,0.3951950977396794,0.0,0.404657882353319,0.10615921511983806,0.041213077079634286,0.06855952585454372,0.31631439407271333,1.4002930197189618,0.1641776774200251,0.08571111643856899,1.36435481959655,1.3708199874391351,1.2287788367848271,0.8434634863573515,1.5913995783395511,0.5614117236551999,1.5343880750719832,0.2596213530318582,0.17220072157756516,0.29077408739742494,0.23256607123242068,1.7372399734838577,0.4704974003493806,1.3183761393173576,1.8117720568829707,0.10728779220824969,0.5281227473684608,1.5915030874648464,0.314940674060322,0.10780838540616766,0.26490066809103263,0.24340507828809765,1.2905620678339642,0.7393231786252296,0.3277915887595503,0.08271710996881243,0.17220960871443736,0.6685875041820546,0.12467799017733572,0.5897852387054996,0.1799204554073638,0.21125947643484833,0.15907711762106302,0.07956711544345874,0.17319556427649463,0.2526366544410241,1.0224079603427747,1.6819404560143927,0.9746419641859402,1.4038124299180021,1.1890451710743146,0.036957488502374014,1.3414005077384725,0.4799579097928517,0.24980497765511533,1.7496277274454652,0.25474963340869616,0.46490451755595463,0.6494869758204602,0.04822293014390722,0.13901002945826757,0.14467852545450643,1.3638968546275068,0.15293849607722,1.4763391835213628,0.3548551834555689,0.28904005139880906,1.3562610516271305,1.3908642599919028,0.6323734230914497,0.050021445749869,1.6898711800783741,0.48416820448583364,1.5663252158485592,0.3414384571589304,1.528170868532615,0.39357647716951805,0.06606335939483332,0.9224321147286345,1.129523897981939,1.7055821139984264,0.4976058948419735,0.07298960153412104,1.0597142496766638,0.9367560893442327,0.12128183150658545,0.39626968626694825,0.3587325540055718,1.4041224232984177,0.13337290731719198,1.2660875133730385
AZN.L,0.4352436627243542,1.2744597045553911,1.677719969940427,0.954453970641468,1.2364379219193435,0.40129712551105645,0.4910956564630171,0.5978986696883157,0.404657882353319,0.0,0.28918644473614363,0.46771473462160706,0.547114497655977,0.6604685249576915,1.5858539030182999,0.27046634917721757,0.3223307641044255,1.2040384262948478,1.591899997942149,0.6472866234381023,0.3025132108531364,1.4169295058029647,1.0723664236858834,1.7841986427220964,0.263674113287796,0.6856032568466806,0.24961173968096728,0.27868020404080374,1.618152292349024,0.571668132130839,1.5874156768587209,1.4656610600215303,0.41237613330906886,0.9552060981624978,1.6781999350681511,0.5869417387297957,0.35269387961499155,0.7299538239131593,0.6978649042643268,0.6352115933457343,0.5912754873680384,0.8946683908708137,0.2935270339093816,0.23963372337756905,0.972226475681587,0.6460613518002649,1.0500172417242024,0.7420904667331948,0.3959944433061521,0.41106230459305093,0.3759712199290267,0.5472475885206644,0.24773461578232459,1.5068985105233903,1.6096208307981115,1.4348944859401724,1.4593131702399773,1.611650338776972,0.44342346892081064,1.5643023566555634,0.6255467475807035,0.4975741509528362,1.7787295474042346,0.7547611434029445,0.5455030389197272,0.5277263787554693,0.4062114109644157,0.6210756208138002,0.539576256038483,1.6331076544344119,0.3517015159189134,1.7877070190965125,0.4410306447551292,0.3711201938326155,1.2992547217511952,1.4484257404607352,1.240592613611072,0.4420888122748311,1.2913628515566349,0.7376653202617871,1.7476925357376192,0.4338593340819893,1.5702133628143249,0.12839834328771382,0.42995997490334914,1.518434516603009,1.497305584868693,1.62853004359655,0.26551548250442925,0.36396037306078044,1.4450010004607603,0.8679616105936319,0.459713649635595,0.5506190062604467,0.5822117105735853,1.6483208681204622,0.5597568150011076,1.2808552658071353
