Date,AAF.L,AAL.L,ABDN.L,ABF.L,ADM.L,ALW.L,ANTO.L,AUTO.L,AV.L,AZN.L,BA.L,BAB.L,BARC.L,BATS.L,BBOX.L,BEZ.L,BGEO.L,BKG.L,BLND.L,BNZL.L,BP.L,BRBY.L,BT-A.L,BTRW.L,CCEP.L,CCH.L,CNA.L,CPG.L,CRDA.L,CTEC.L,DCC.L,DGE.L,DPLM.L,EDV.L,ENT.L,EXPN.L,FCIT.L,FRES.L,GAW.L,GLEN.L,GSK.L,HLMA.L,HSBA.L,HSX.L,HWDN.L,IAG.L,ICG.L,IGG.L,IHG.L,III.L,IMB.L,IMI.L,INF.L,ITRK.L,JD.L,KGF.L,LAND.L,LGEN.L,LLOY.L,LMP.L,LSEG.L,MKS.L,MNDI.L,MNG.L,MRO.L,NG.L,NWG.L,NXT.L,PCT.L,PRU.L,PSH.L,PSN.L,PSON.L,REL.L,RIO.L,RKT.L,RMV.L,RR.L,RTO.L,SBRY.L,SDR.L,SGE.L,SGRO.L,SHEL.L,SMIN.L,SMT.L,SN.L,SPX.L,SSE.L,STAN.L,STJ.L,SVT.L,TSCO.L,ULVR.L,UU.L,VOD.L,WEIR.L,WTB.L
2021-01-05,0.04301088526040031,0.005832133516465943,0.0010460414173867338,-0.010781698102347304,0.010003204044710223,0.0033148099843636203,0.0026632187149340236,-0.0076007439678758,0.004899373125341722,0.0022905659365692888,0.013970369404950445,0.007555813247114296,-0.00222982052367926,0.012711325689426012,0.008318764762096809,0.003296669814546016,0.003278720112915634,0.004898814912687621,-0.014922291713297064,-0.003162070231722214,0.07072674980826421,-0.013465205045159134,-0.002945699173343752,0.012307587690208344,-0.0025361924688008797,0.003776770556852105,0.028184305669679555,0.016405410675141674,0.0,0.007789748561479293,0.008236506217106365,-0.0008478988274147614,-0.01081070967294584,0.0,-0.011971787540802192,-0.020281755542391866,0.015132404105748787,-0.007205774409050569,0.015706760237353512,0.035452369077306756,-0.00043607670817980004,-0.0035573391165194534,-0.004601040313600979,-0.002818784522297002,0.01118134426418571,-0.0026693814207793265,0.0,-0.0022674946969993837,0.01349320045502167,-0.005548168665997277,0.009029077570617883,0.0049710736899646335,-0.00739381031063846,-0.011584382746892996,0.017436147356040044,0.03155601127915908,0.0030083638428211046,-0.009206040714685004,0.010765072495748651,0.007705531667470122,-0.02440061266109994,0.016743160908331278,-0.006565675533655391,-0.009863426613909487,-0.0025342286312809437,-0.015635623958449085,-0.017317124777945114,0.0804398532690187,0.010729613733905685,-0.0032513680474181017,-0.011516338362467349,0.0018382766955524765,-0.014666986157288897,-0.011425500951587564,0.002607362891401621,-0.011202727606180352,-0.017193842728147612,0.044089197297083826,-0.006807590007077646,-0.0017698047017938867,-0.0005854241816657391,-0.01019714578800357,-0.00040932200191501344,0.0686533698305225,-0.0019417719982774972,0.0008197718029925305,0.003509901319910691,-0.01711612243364824,-0.012365639272479578,0.005826437554416364,0.01049847646253399,-0.00856178159474652,0.005063555560410826,-0.0056040397820779075,-0.01315802097385399,0.006308545874322835,-0.011148925515152341,0.009940335306279247
2021-01-06,0.03479352322914164,0.06552004154932312,0.05745113908760957,0.027248191802467625,-0.00330132307710973,0.016519897315294685,0.05179283483114783,0.015317813798530144,0.05911011107609898,0.009813307220770007,0.008386577204146706,0.049493847647163136,0.08268165346226986,0.00878623439247983,0.001178526160819926,0.02738231375130029,0.032679752291804975,0.011869468532289096,0.042884570634092345,-0.008326776288627769,0.06348628645903642,0.022005522490539775,0.04172827318391148,0.023404396066321942,0.021611951880585734,0.010451567556192698,0.06256531705458723,0.008966942880386908,-0.0018088265695492822,0.005797282208004795,0.03973266648934537,0.0003394307458344237,0.012750594403544202,0.0,0.040627262563721844,0.010175388898101101,0.004969043851071886,0.005645179977705306,0.00773193644673742,0.07811878336212152,0.023993004182474298,0.01943679263855791,0.09918099525994295,0.01352728519222679,0.007371687288549866,0.05787885511698665,0.03366217275205674,0.007954580707484782,0.017328737752998036,0.03175933369575934,0.019814418518669275,0.0354493512416878,0.06443202742251186,0.012409494960238687,0.03161967627476492,0.0024613607775059165,0.03944223520998835,0.06000770144956946,0.055381923079805606,0.0016991456491812773,0.010845448092604792,0.04416140761530585,0.04856337084691953,0.03908017129093899,0.027103264636364033,0.0156537823922156,0.07209243796410059,0.028655655835821525,-0.002123142250530785,0.05074303408682401,0.015534360677041725,0.024587169163187816,0.039297400761651335,0.046230207081350505,0.06015949512198482,0.004174144469540453,0.0071851480984976845,0.03062645770721084,0.02551391759706756,0.030585089331346627,0.03310849748312106,-0.004120816561592133,0.00020474480751198065,0.0589247622244089,0.02756166502727564,0.015561206224482538,0.033068461624931045,0.013495993971253117,0.05041161082943857,0.09375666373142733,0.030303380071812658,0.02720232382106791,0.029386954373463947,0.006988422965376273,0.03600005085319502,0.041150933575990534,0.03284310965830084,0.030839879223867994
2021-01-07,-0.007471813869681765,0.02267336717056878,0.008231743280364467,-0.014147165588987654,-0.013911888989248,-0.0021670200352856828,0.002840912380358551,-0.043292774839010506,0.006616576494940851,-0.004925581315435523,-0.011287123019866008,-0.006430867465895829,0.006965909244407431,-0.004621746724479792,-0.007651402667119056,-0.0037314681638357383,0.018987426989037992,-0.009216551167126164,-0.04463945804619396,0.011995332541738346,0.017943285873927017,0.01362768988911589,0.04112034922679575,0.02316607546668248,0.013688625923794273,-0.007033602843799391,-0.021071184215444738,0.004976944065332223,-0.0060404216740173045,-0.0019213380642935096,-0.010357113526000217,0.014423857676991947,0.017086350102140324,0.0,0.004794542156915549,-0.019414757252514625,0.0049803478472201235,0.0004007395100036337,-0.00682022958275208,0.016791369021424307,-0.007384317477690194,-0.0038910587192332313,0.0021628720574764504,-0.008964117537021643,0.012665000448658814,-0.004743720964952236,0.005053318984207689,-0.009019333541370744,-0.010801656994647857,-0.005407692710656442,0.0266379544612092,0.0222929211351508,-0.00244912057804203,-0.010895353343292613,-0.017080131260755582,-0.0021045117422225923,-0.0075023224440194936,0.004383012512833462,-0.007265898584929653,-0.0025447196580371534,-0.012699798178308574,0.013261725297897486,0.03398167202605684,-0.01868222116245888,0.00027475098304052814,-0.0029465138894996246,0.0008961698343827873,0.001562011811615971,0.008510638297872353,-0.006553886200418857,0.01338404806768656,0.004298003071118162,-0.0223432466827842,-0.017885360342767553,0.03188865358608317,-0.010095009929695253,-0.027605501754529582,0.00045021338754036577,-0.014110535572395055,0.06881719283353682,0.009926287618657659,-0.007241400639167783,-0.014946816998303136,0.0005427550789065538,-0.005680019377991119,0.007257763395357442,-0.014158213224280458,0.005154604111472505,0.003764133735614905,0.00470777865626304,-0.004202006714125073,-0.008827317718635541,0.003262483687581641,-0.004477290929686184,-0.00793652564433367,0.012505803901380341,-0.0018979995159323915,-0.008911475509840727
2021-01-08,-0.01882073083873681,0.0014191976521560346,-0.004572171584339868,-0.00493233297057849,-0.004366725257267223,0.004343319717497129,-0.013534754104316704,0.01988349152725144,-0.003715106212818231,-0.0005350621708102299,0.0026037253970507823,-0.02373254090225896,-0.02049691855428737,0.0,0.002372248700507562,-0.019261607063967845,0.0,0.0014798071923494138,-0.0038552100267449374,-0.010272498232585137,0.01254270109503186,-0.013444472783302408,-0.026217418033661843,0.04499265670269459,0.02135993168165018,0.012916707643374714,0.009052436042162215,0.04244774004015617,0.004558051853828848,-0.0009624815969137002,-0.002887054392309518,0.01639349089990816,-0.011494538438862945,-0.060153268110493596,0.005453354323447845,0.019482705851640914,0.0,-0.034468806982286715,0.0025753801818690913,-0.007538733389971575,0.00743925127087075,0.020312504472323134,-0.012708494435119455,-0.007437310308109013,-0.0033349642133829738,-0.0038131231049121084,-0.006145240168272004,-0.002844094367778105,0.011339701221791287,-0.0213298817161105,0.0,-0.0023365295275897813,-0.007015279338395297,0.004474844015490476,0.012616073618517243,0.005272321361359467,-0.00697802746080034,0.007272771046145543,-0.0017619446494770985,0.002551211776797402,0.020847403332064696,-0.024407521423045697,-0.005300566424286557,-0.005260502298574443,0.022533698923489665,0.00022738893851936837,-0.014033933440674384,-0.00129962525554006,0.00421940928270037,-0.00694448271437087,0.011320869184150872,0.02389444883000036,-0.0020508856011445253,0.010712364445837341,0.0,-0.0011997971189366963,0.012440144397803943,-0.034203429738803526,0.027495030200777926,-0.022937656439727006,-0.001684872277017746,0.015977721431065017,0.0010393626428726321,-0.004205024241054955,0.005077765060305994,0.023218661269107432,0.011239375376360217,0.0017094179907972684,0.007500189306008043,-0.00741909041904909,0.0016879365177335792,0.004664879211892625,-0.0012193053933116094,0.0006744700533649617,0.01145943159859275,-0.020737920483618555,-0.001902538309585311,-0.009312785955797431
2021-01-11,-0.00767236576878938,-0.02284807836560232,-0.02165358427607611,0.0004504662347568633,0.0037110505423989526,-0.0010812002816168453,-0.010529738425207769,-0.006386660513256759,-0.008319045123879931,0.011377254168746687,-0.00838998818718284,-0.032780745981682013,-0.01124788675400612,-0.007321282342025892,-0.014793049375818934,-0.012002144522944902,-0.04503129384655746,-0.021110401714286797,-0.02816603524469108,-0.008782645671728928,0.00033459059214435705,-0.015263063314817416,-0.002097717665212606,-0.026388908964913305,0.0019231404576809386,-0.033319583106538486,-0.0007974997158041175,-0.04309461922676694,0.00151218562806954,-0.014450838552779066,-0.003257185366146498,-0.02682698924341753,-0.03220038534466407,-0.008792400816444612,-0.025084821576488503,-0.01563587667248445,0.0012298801201291454,-0.02117062373820633,-0.00428107891465801,-0.021342464291793983,-0.009514110460777103,-0.00650849240342366,-0.008621689679849998,-0.021263589571456798,-0.01840500001449097,-0.02488031743796182,-0.019111762926754094,-0.0017113098199852406,-0.015988344723968817,-0.011111190067541243,-0.016483759018880995,-0.02263855476157728,-0.03673598727379135,-0.01953382951491378,0.03808188747821273,-0.02272740158368125,-0.03659789812924219,-0.005776318455393392,-0.01792253200797078,-0.02035639443881543,-0.00021719641466677597,-0.02610586459108133,-0.013322742141247734,-0.010073195646118416,-0.01370580716502301,-0.0027274210442936875,-0.019381951708329348,-0.010411295704579882,-0.01680672268907568,-0.006643345062842143,0.02052235012977288,-0.021943639487182254,-0.0061656600218870095,-0.01006896885831432,-0.01838356465659774,-0.015615604853180809,-0.005040825470536081,-0.014445448514225911,-0.013196280464938481,-0.025947227657273753,-0.010126497685820413,-0.008205108167978925,-0.008513416743059277,-0.003950405463977624,-0.01705081883961368,-0.027386621311943138,-0.026242479843466948,-0.006825920063362356,-0.010856104647631759,-0.0031471419188719985,-0.008003518147713384,-0.012241298651099908,-0.00529079634053331,-0.007640452441609713,-0.004702884016106523,-0.0010901094760165098,-0.012386812002715297,-0.0188006584192818
2021-01-12,-0.015463963224720545,-0.008881720334331544,0.010731089308178232,0.0004503735490073435,-0.004705826934077395,-0.012986925379195213,-0.005482126604894444,-0.013870114119034382,0.0017355305633881546,-0.019984091094079504,-0.004633337196089604,0.005712031369270676,0.02010595640563495,-0.018168881811026494,-0.005405020026044816,-0.0005521755260218253,-0.01951208683877559,-0.022859637794441112,0.0011061481006091611,-0.0064439469561563545,0.02074966032389547,-0.024910004802720986,0.009109861500096184,-0.015691812073784783,-0.022312759542796323,-0.0025531691676747847,0.009577025137328832,-0.0035462097588522257,-0.03020225603780058,-0.004887525974641815,0.01125619202485506,-0.010992731664045796,-0.012938919200827681,0.0,-0.011821931241984607,-0.036710178092555945,-0.02088445597107158,-0.04156057820256831,-0.06706754586476693,0.02162275809794556,-0.02007205473568119,-0.021579706988405722,0.011268976897689686,0.001655321162022494,-0.014204423090550145,0.03303878557331941,0.0034384270023952723,-0.0034284868431729842,0.028908880882767107,-0.006050335698840503,-0.013656146654270285,0.006389770433773423,0.004033626095674592,-0.025166243652761766,-0.028532744782710062,0.018247034211109403,-0.015954961774173326,-0.0003630547798688655,0.01603739616362576,-0.006060420173233272,-0.024772034908901563,0.0011169825559556035,0.0008101147722709978,0.007122949199292128,0.017710884728814325,-0.024612457522677822,0.008029606539267098,0.008679705028714846,-0.017094017094017144,0.00527997112744405,-0.009140799997998883,-0.008190893073594219,-0.008271941825388374,-0.02275154114806277,-0.010655381700475086,-0.03020139831773294,-0.013299520174249957,0.018912534327223618,-0.017459162551168084,-0.005496949515318317,-0.010798419813298987,-0.021716609126843034,-0.01675383504920025,0.019420306876283266,-0.0247351871190441,-0.02493945339839443,-0.027901072834950802,-0.029639120605844615,-0.015679097529919472,0.009076711468193999,0.00509575139040197,-0.00940183891414903,-0.013911829569840606,-0.02151274757541155,-0.010738870480879736,-0.020264988172270515,-0.012059769296597467,0.022464381643952258
2021-01-13,-0.011780340179084359,-0.003108856375347302,0.006303735999154014,0.0,-0.004390486721636444,-0.0043860466119801655,-0.007782163492516814,0.006861106411420126,0.016170969140941294,0.016745309022535126,-0.0006072260643992244,-0.012116673081212781,-0.012188701632659504,0.009344132099019298,0.01630391808375342,-0.03149173135905503,0.0033166800508837024,-0.014124793030934724,0.0011049935264166866,0.009728561538478342,-0.003606480467957529,-0.019301818183836805,-0.008333131539449479,-0.02144911437194208,-0.007361995147855072,-0.007679217924755899,-0.020355727063520623,-0.0035585323754094844,0.004982921408023699,-0.001964747544384471,0.023339333386271477,0.0023942389753539572,0.0018727941306000417,0.0,-0.020759942863662673,0.001832195005072812,-0.0025094474148651402,-0.004867257355339993,0.0,0.0030753490404922257,0.0040966389075203224,0.002756669117167432,-0.023376831057276837,-0.0026854200414319074,0.027665531242259123,-0.03419886187505761,-0.006853359355109778,-0.0005734270976839317,-0.0055372607967842935,0.007391800624557909,0.011327843349993705,0.028571450736313286,-0.019722423986990534,0.013266654218028195,-0.0023309558822809384,-0.0059732055013175245,0.0075663951863123025,-0.0010896712481773818,-0.0136070649329888,0.0017422683799783734,0.018493698648273105,-0.01041285762339772,0.0010793387567968882,0.0103561770745626,-0.010173816717372719,0.0214954241865275,-0.018995255586098048,0.02737931237673652,0.0021739130434783593,-0.009453819316541101,-0.009225034862102799,-0.06211839534077723,0.005064134168695444,-0.005751834395586686,-0.021866854964828986,-0.007864148635483459,0.00577650861663348,-0.019953636642660588,0.007561243461968736,0.02168386214127671,-0.0020109624182590435,-0.0035237518923773026,0.012566587120066863,-0.008854268213026928,0.0009884769483408107,0.007425636595032925,0.02609257312228852,0.010181159558260156,0.004460170863663349,-0.02424719193012892,0.004647139133390432,0.013805100317906938,0.004564243237145771,0.007174414906299775,0.018020010647282314,0.014478991884875336,-0.007812442673785003,-0.01130848511988003
2021-01-14,0.06622538012517731,0.03210412674302576,0.015166536359372484,0.015308559663705035,0.0010179001836176926,-0.002202482480283763,0.027451122048710364,-0.01567270881667515,-0.003978429655920435,0.003984606758390186,0.015795922849298538,0.009965516894428594,0.00328155044655154,0.009439008361670664,0.05763546135364184,-0.002281779557995023,0.041322614269008184,0.002462624349280018,0.004635890764155048,-0.013649127752114132,0.017604373004755258,0.0026050717705516924,-0.010854563098747994,0.030509292445978664,-0.011124894138450192,0.003439245740296304,0.032882646014947836,0.01999982968124092,-0.001859273812784057,-0.007873784877139522,0.003157841337464218,-0.0018766468418592863,-0.03177570306871469,-0.04681642409397757,0.01006095365871218,-0.008412611848350848,0.0012576497419725108,-0.00400194720474234,0.04147407170453277,0.027953070009262948,0.015154006876614057,0.006677117100177377,0.012526253001237997,0.0010356155019526359,-0.027201226121426614,0.06360663878148842,-0.011500899023402789,-0.0063108957401084576,0.008455495923233025,0.0025893866071879934,0.021157675102135842,-0.0038579385610957306,0.012295201366355979,-0.009200480247747889,-0.00537382252582852,-0.01166488079350736,0.019770055226873584,0.018181593235085725,0.005793930553867455,0.011304016781209736,0.019908162387200612,0.037955509187935776,0.004312700162755201,-0.0029999346790271497,0.0035163220767988612,-0.0022873019502431813,0.005933864468869343,0.010152335308377891,-0.004338394793926281,0.01237177427017544,0.0037242804027248777,0.022205141728849354,0.007113300339126161,0.007438074738436384,0.023023121376879452,0.0028536264876961592,-0.02042113741173268,0.009943220822269172,-0.010881645513324267,0.008738993215751334,0.002878444172948358,-0.0008607672736412608,0.016196938576733322,0.01773112208161698,0.0049357344179432605,0.013104005241602046,0.00921798012042263,0.010517364334550194,-0.02997986499970584,-0.0016030600342153978,0.006728311048783908,-0.004255283257228015,-0.0028910764027357816,0.00045970737885525637,-0.003625483100337168,0.011135762765037915,-0.01033474586003491,0.043137318191231344
2021-01-15,-0.022360601266093183,-0.05314611344212006,-0.011692185990098913,-0.002660841636603517,-0.009488527141282344,-0.009933857917617583,-0.03657768443977749,-0.02042258858419088,-0.005706438523792934,0.004365710754022034,-0.01196171592795403,-0.16394674900924444,-0.026560150853400577,-0.003776112143009991,-0.010112323726362282,-0.001143498991621139,-0.05079374087122934,-0.002456574728537775,-0.011645999856755296,-0.0077328327431511745,-0.021988447787603782,-0.009237924510818285,-0.0028318259820521163,-0.0002874474673696392,0.001999882492918159,-0.012424757464940761,-0.011328038779485183,-0.018907465325267103,-0.01179779067215192,-0.011904902634760184,-0.0006994194151436206,-0.007691033446158291,0.024131241121847058,0.0,-0.0028458136973897874,-0.010696982083217454,-0.016331443458964423,-0.029017896132388254,-0.05221235857448059,-0.017894863756673818,0.014496636734938617,-0.002340897540370812,-0.012126387638763836,0.03248507713429882,-0.005477003405845449,0.00030817250129899776,-0.011634566258839518,0.005773505389915057,-0.008588902550134891,-0.01678875406431668,-0.003961135437868579,-0.010069809509504979,-0.011777802160444106,-0.0046427392580769,-0.025369884283414246,-0.03648078743088656,-0.011572139404207205,-0.024999827585131085,-0.014264169755075717,-0.0051589978845457685,-0.02037756424076964,0.010861922118664546,-0.028717109050238387,-0.015546646437234912,-0.019137578180788317,0.003438713317936104,-0.015523105779543966,0.007286339385639717,-0.013071895424836555,-0.0010475489957199047,-0.00742128584851498,0.007490621579888002,-0.0023542929377866617,-0.0016407612469143684,-0.030332713803847833,-0.008220038438216504,-0.005211688596855613,-0.007032386339936081,-0.01213957381005959,-0.018151918024109204,-0.010907106821932078,0.0,-0.005381930358681841,-0.01383141065225324,-0.02095609129782583,-0.0024252208757327143,-0.006614051185665604,-0.008239453778940642,-0.006213185760001516,-0.0170615714139839,-0.021303240219445074,0.001281988134681722,0.0008283595673925781,0.00918677062998996,0.0025683609519555617,-0.013339843596877343,-0.011436970778099242,-0.007205675940349154
2021-01-18,0.0,0.004317707353779676,-0.009201239628514268,0.009337520307997726,0.0020527931011533607,-0.0011147457847546782,0.005282394437891913,0.0017668765358602734,0.006887062290213075,0.00922028471652947,-0.01533495958435438,-0.0680889349635333,0.01693549961218599,-0.007220295842382596,0.04994300004922536,-0.020034491147149835,0.01839441446803547,0.0,0.009559974314943265,-0.0012307104216494613,-0.006943431977950887,0.013111865135996936,-0.01526431761351188,0.009488141824956386,-0.006237410895437501,0.005205921514215284,-0.021730439039899463,0.005353299157038638,-0.003769797793864882,-0.010542208521516105,0.001399989142591762,-0.0018946636098248204,-0.0009423446072706065,-0.04737336144616866,0.008562155108781555,-0.0003728969427826412,0.0012772361698552004,0.0004598520490681768,0.0018676726260973275,-0.010896523150301651,-0.009620748680952196,-0.008603812817209011,-0.0006198781184770796,0.003005982754455294,0.0005797156921143465,-0.008320540680823219,-0.004120036588615705,0.012055163653027945,-0.012376344839110875,0.0026270138217734385,-0.009177313726653091,0.013301986177154612,-0.005586408510516283,-0.004664482556419602,0.01205113061327312,-0.002598294022765346,0.009579005474555258,-0.001098739346489186,0.006678590326297806,0.0034572335729989856,0.008539358974592126,-0.010745208500780201,0.011605285343833094,-0.015792317815738532,0.00851904922630653,-0.003198467151815043,0.013875451244759418,0.010227169228120614,0.002207505518763808,-0.0066410232770863775,-0.013084033274188722,0.00929379831353594,-0.016814169981945515,-0.006299609019334795,0.004709059556296635,-0.009881965207550136,-0.008513625501291311,-0.015580705006870033,0.0053762419142282525,0.0037816060449102906,-0.0031920164282612795,-0.008849661842101897,0.007283986454043934,-0.009035708776609974,-0.00033464309900599343,-0.009724467484479749,-0.004755976558866393,0.0013117746931006202,0.00625203078866865,0.0024504746713840397,0.0038411521953198857,-0.00725564636152376,0.00538088225396538,-0.007282826078445881,-0.013876936260486472,-0.006602657857825767,-0.004024145734807472,-0.008835473103757763
