Stock 1,Stock 2,Distance
UU.L,SVT.L,2.286057120883814
UU.L,NG.L,2.3293296905840206
NG.L,SVT.L,2.3372802050161523
UU.L,SSE.L,3.027004240234078
NG.L,SSE.L,3.352701890272638
SVT.L,SSE.L,3.584694849497846
GSK.L,SSE.L,3.8520211555957484
SN.L,HIK.L,3.87825128030095
RIO.L,LGEN.L,3.9077774683578066
SVT.L,GSK.L,3.9742015130841932
