Date,CCH.L,REL.L,RIO.L,UU.L,SBRY.L,HSBA.L,TSCO.L,NG.L,LLOY.L,IMB.L,BP.L,WEIR.L,BEZ.L,SVT.L,SHEL.L,LGEN.L,AUTO.L,BARC.L,MKS.L,CNA.L,ULVR.L,JD.L,AV.L,PRU.L,SMIN.L,AZN.L,GLEN.L,STAN.L,CTEC.L,BME.L,GSK.L,SSE.L,AAL.L,ADM.L,NWG.L,RKT.L,DGE.L,RR.L,SN.L,HIK.L
2021-01-05,0.0037766675312207454,-0.011425367964711719,0.002607106953438798,-0.013157888557407071,-0.001769737096076196,-0.004600960184286351,0.005063248232197282,-0.015635554619948033,0.010765072495748651,0.009029395150425668,0.07072674980826421,-0.011148866292370774,0.0032968376865194493,-0.00856178249163042,0.0686530815543569,-0.009205923140729544,-0.007600743200823601,-0.002229714249561199,0.016743160908331278,0.028184139015271947,-0.005604141188053302,0.017436053635986548,0.0048989920662552144,-0.0032512767379582197,-0.0019417716910351546,0.002290434045551182,0.03545242921119529,0.005826371580306189,0.0077897479821105176,0.019487897533598808,-0.000435988454164038,-0.01236571793588237,0.005831839370871839,0.010003284921654032,-0.017317033684555838,-0.011202795313901448,-0.000847981838060341,0.044089274497748576,0.003509666737293138,0.017878022640059
2021-01-06,0.010451567556192698,0.046230200862284576,0.060159505351135234,0.0360001868243045,0.030585089331346627,0.09918115700351282,0.02938716052618351,0.015653781289565183,0.055381923079805606,0.019814650407061984,0.06348639875557471,0.03284304780081815,0.027382225509509084,0.027202326695237478,0.058924948398507704,0.060007694328672256,0.015317812240846829,0.08268143996298782,0.04416140761530585,0.06256516222086428,0.006988319111237651,0.03161977130132776,0.059110317235254284,0.05074293350967207,0.027561502122118497,0.0098132421461532,0.07811889437424746,0.09375666988110942,0.005797134178368468,-0.0067465097466561375,0.023993180844533057,0.0504116914749837,0.06552004154932312,-0.003301403428085603,0.0720921514637538,0.004174004088760341,0.00033959682361173193,0.03062645770721084,0.03306854193446074,0.01947324207912149
2021-01-07,-0.007033501649616913,-0.017885422332874934,0.03188897947086056,-0.007936655848915786,0.06881719283353682,0.002162724590064613,0.00326258204933505,-0.0029463749767230096,-0.007265795669977093,0.026637252950863832,0.01794338957207442,-0.0018983474322558092,-0.003731467859980686,-0.008827112904777001,0.0005430871407474669,0.004383012022161292,-0.04329287065973075,0.006965910618049298,0.013261725297897486,-0.021071113758547755,-0.00447739334735775,-0.017080131260755582,0.006616577086462128,-0.006553885630880774,-0.005680019377991119,-0.00492545179478121,0.01679114188298203,0.004707838908000195,-0.001921264829744751,0.0026414119358186827,-0.007384488726418503,0.0037642102218011786,0.0226736400368297,-0.013912050166156598,0.0008964248906093708,-0.010094940880799652,0.014423940659523682,0.00045021338754036577,-0.014158288474685587,-0.011610419282033324
2021-01-08,0.012916706327020577,0.010712232823419265,0.0,0.011459497746697966,-0.02293759484625224,-0.012708274187733126,-0.0012195018790244205,0.00022711065443203893,-0.0017619444668193207,0.0,0.012542283566746582,-0.0019020742020409154,-0.0192616054896122,0.0046648787277856485,-0.004205271756684947,0.007272547315361422,0.019883386838175365,-0.020496824652823875,-0.024407521423045697,0.009052514263328204,0.0006744701227534566,0.012616073618517243,-0.0037150177304838827,-0.006944482106908456,0.005077765060305994,-0.0005350621708102299,-0.0075388432392079485,-0.007418971042227107,-0.0009624080801402535,0.024839921696560685,0.007439425077030881,0.007499805722348762,0.0014188415180795833,-0.004366643318757579,-0.014034015974459635,-0.0011997971189366963,0.01639332595364662,-0.034203429738803526,0.011239452565397379,0.014778160339388835
2021-01-11,-0.033319579754208295,-0.01006890474365596,-0.01838356179926426,-0.004702883708543992,-0.02594728906102306,-0.008621910838881197,-0.00529079634053331,-0.002727212603872542,-0.017922737849024317,-0.016483539503829192,0.00033479555393967075,-0.012386926974825685,-0.01200214352267781,-0.012241607271975985,-0.0039504051348268066,-0.005776208439239761,-0.006386353224581809,-0.011247687949708318,-0.02610586459108133,-0.0007974236356275144,-0.007640350418160025,0.03808197718861761,-0.008319045123879931,-0.006643432563477991,-0.017050664458815423,0.011377254168746687,-0.021342134603066776,-0.003147261809463009,-0.01445098466456618,0.009548327872070272,-0.009514453864758465,-0.010855879366465149,-0.022847902769122186,0.0037110505423989526,-0.019382036164964256,-0.015615675402212426,-0.026826749952856943,-0.014445448514225911,-0.026242555326205452,-0.007841678038927657
2021-01-12,-0.0025533770605096207,-0.02275147572250591,-0.010655459183075644,-0.01073886977525329,-0.005496949515318317,0.011268976897689686,-0.013911631556410287,-0.02461259355713663,0.0160377150988138,-0.013656071623174615,0.02074966032389547,-0.012059710359492715,-0.0005522598325573558,-0.009401527154697886,0.019419970646778806,-0.00036327737630037493,-0.013870317868940996,0.020105954372892754,0.0011168689028668854,0.009576948935664742,-0.02151274757541155,-0.028532742316927928,0.0017356204546483678,0.005279882452517981,-0.02473502617541201,-0.01998402639216834,0.0216225270121837,0.00907665114378986,-0.0048875263395766755,-0.009821695248056983,-0.020071535692077758,-0.015678790525537778,-0.008881719527076615,-0.004705991640490681,0.008029694367480023,-0.03020132881403359,-0.010992729845807347,0.018912534327223618,-0.02790123003172229,-0.03575470862855734
2021-01-13,-0.007679114380331975,-0.005751834010508716,-0.021866853214989712,0.018019943029404573,0.021683666911940014,-0.023376756885615024,0.004564041513630768,0.021495281200175853,-0.01360747840969101,0.011327843349993705,-0.003606380137448739,-0.007812501864267074,-0.031491646959331154,0.013805098860532938,-0.008854106277339069,-0.0010893374748346396,0.006861106411420126,-0.012188799533474959,-0.01041274527923608,-0.020355653121139294,0.007174414906299775,-0.002331222547688361,0.0161707882188038,-0.009453731941262866,0.0009879935035601584,0.01674537393827058,0.0030754597442013143,-0.024247193379669407,-0.0019645225918222264,0.010653683779704437,0.004096459703600619,0.004459779604422565,-0.0031089477942169985,-0.004390239220419145,-0.01899534105966494,-0.007864000835366314,0.0023938204695690413,-0.01995370746101044,0.026092818589937172,0.0027323697865015983
2021-01-14,0.0034393508934973394,0.0074378722294499156,0.02302295587052039,-0.0036254178550818583,0.008739185971543773,0.012526176102848119,-0.002890976455408034,-0.0022872322816660517,0.005794142802607594,0.021157598842872494,0.017604371232106564,-0.010334685733752846,-0.002281953647217394,-0.004255595204885165,0.017731454712481165,0.018181591208563885,-0.01567270881667515,0.00328155044655154,0.037955509187935776,0.0328829542035578,0.00045939200676836656,-0.005373645153242457,-0.0039781650847111605,0.01237186332123219,0.004935896095204173,0.003984541306978562,0.02795295655995389,-0.0016030601324306115,-0.007874009236289559,-0.057090893493856765,0.01515382717159608,-0.029979789699539183,0.03210421873298186,0.0010177338841141914,0.005933864468869343,0.0028534770909565133,-0.0018763970473837377,0.00994329380097736,0.009217824692224985,0.009342053624096014
2021-01-15,-0.012424965748479289,-0.0016405609495295792,-0.030332636259311485,0.0025683607837723166,-0.018151791737158418,-0.01212631263126318,0.0008284597214711642,0.0034387135591589235,-0.014264064849876412,-0.003961061054452819,-0.021988445611810237,-0.011437030837412876,-0.0011434117481518014,0.001282092978093896,-0.013831488625067334,-0.02499982484840635,-0.020422377176795847,-0.026560150853400577,0.010861922118664546,-0.011328333776547628,0.009187088753184636,-0.025369884283414246,-0.005706348851708287,-0.0010476368663676627,-0.02095609129782583,0.004365516442962347,-0.017894649030333443,-0.017061449729539824,-0.011904827759189107,-0.027766835499392406,0.014496549544990467,-0.006213185760001516,-0.0531462869623911,-0.00948836188313007,-0.015523105779543966,-0.008220112712092775,-0.007691033446158291,-0.007032386339936081,-0.0066139751999994,-0.020439642289049043
2021-01-18,0.0052060281778316675,-0.006299608597583939,0.00470889461261792,-0.013876870039210454,0.0037814126260171665,-0.0006200299278713572,0.005380680867855592,-0.0031986071930142357,0.0066785896155407976,-0.00917708879800605,-0.0069434312754395044,-0.004024207191850704,-0.02003431626048946,-0.00725564711931348,-0.009035707285912409,-0.0010991883296963545,0.0017664445248475324,0.016935396880024323,-0.010745208500780201,-0.02173058993786703,-0.007282617840034589,0.01205113061327312,0.006886792940736353,-0.006640847167000752,-0.00033456133914799846,0.009220414694244283,-0.010896739406703881,0.002450412087517506,-0.010541978449456813,-0.0003965439306691243,-0.009620577619686599,0.00625203078866865,0.0043178018914928895,0.0020527091108348827,0.013875451244759418,-0.009881965947605376,-0.0018945793838364144,-0.015580705006870033,-0.004755899410553099,-0.017716342127000795
