Stock 1,Stock 2,Distance
NG.L,GSK.L,0.9922293566050149
UU.L,SSE.L,1.044851039782036
NG.L,SVT.L,1.0957606782896487
UU.L,NG.L,1.102283400642341
SVT.L,GSK.L,1.1372816400790184
RIO.L,LGEN.L,1.1683813344257628
UU.L,SVT.L,1.2079922361113562
UU.L,GSK.L,1.2188519318809319
RKT.L,SN.L,1.3182289074468447
GSK.L,SSE.L,1.3457752278428259
