eps,min_samples,Ticker,Cluster
5.986782585237505,3,HSBA.L,0
5.986782585237505,3,HSX.L,0
5.986782585237505,3,HWDN.L,0
5.986782585237505,3,IAG.L,0
5.986782585237505,3,ICG.L,0
5.986782585237505,3,IGG.L,0
5.986782585237505,3,IHG.L,0
5.986782585237505,3,III.L,-1
5.986782585237505,3,IMB.L,0
5.986782585237505,3,IMI.L,0
5.986782585237505,3,INF.L,0
5.986782585237505,3,ITRK.L,0
5.986782585237505,3,JD.L,0
5.986782585237505,3,KGF.L,0
5.986782585237505,3,LAND.L,0
5.986782585237505,3,LGEN.L,0
5.986782585237505,3,LLOY.L,0
5.986782585237505,3,LMP.L,0
5.986782585237505,3,LSEG.L,0
5.986782585237505,3,MKS.L,-1
5.986782585237505,3,MNDI.L,0
5.986782585237505,3,MNG.L,0
5.986782585237505,3,MRO.L,0
5.986782585237505,3,NG.L,0
5.986782585237505,3,NWG.L,-1
5.986782585237505,3,NXT.L,0
5.986782585237505,3,PCT.L,0
5.986782585237505,3,PRU.L,0
5.986782585237505,3,PSH.L,0
5.986782585237505,3,PSN.L,0
5.986782585237505,3,PSON.L,0
5.986782585237505,3,REL.L,0
5.986782585237505,3,RIO.L,0
5.986782585237505,3,RKT.L,0
5.986782585237505,3,RMV.L,0
5.986782585237505,3,RR.L,-1
5.986782585237505,3,RTO.L,0
5.986782585237505,3,SBRY.L,0
5.986782585237505,3,SDR.L,0
5.986782585237505,3,SGE.L,0
5.986782585237505,3,SGRO.L,0
5.986782585237505,3,SHEL.L,-1
5.986782585237505,3,SMIN.L,0
5.986782585237505,3,SMT.L,0
5.986782585237505,3,SN.L,0
5.986782585237505,3,SPX.L,0
5.986782585237505,3,SSE.L,0
5.986782585237505,3,STAN.L,-1
5.986782585237505,3,STJ.L,0
5.986782585237505,3,SVT.L,0
5.986782585237505,3,TSCO.L,0
5.986782585237505,3,ULVR.L,0
5.986782585237505,3,UU.L,0
5.986782585237505,3,VOD.L,0
5.986782585237505,3,WEIR.L,0
5.986782585237505,3,WTB.L,0
6.636618734875907,3,AAF.L,-1
6.636618734875907,3,AAL.L,0
6.636618734875907,3,ABDN.L,0
6.636618734875907,3,ABF.L,0
6.636618734875907,3,ADM.L,0
6.636618734875907,3,ALW.L,0
6.636618734875907,3,ANTO.L,0
6.636618734875907,3,AUTO.L,0
6.636618734875907,3,AV.L,0
6.636618734875907,3,AZN.L,0
6.636618734875907,3,BA.L,-1
6.636618734875907,3,BAB.L,-1
6.636618734875907,3,BARC.L,0
6.636618734875907,3,BATS.L,0
6.636618734875907,3,BBOX.L,0
6.636618734875907,3,BEZ.L,0
6.636618734875907,3,BGEO.L,-1
6.636618734875907,3,BKG.L,0
6.636618734875907,3,BLND.L,0
6.636618734875907,3,BNZL.L,0
6.636618734875907,3,BP.L,-1
6.636618734875907,3,BRBY.L,0
6.636618734875907,3,BT-A.L,0
6.636618734875907,3,BTRW.L,0
6.636618734875907,3,CCEP.L,0
6.636618734875907,3,CCH.L,0
6.636618734875907,3,CNA.L,-1
6.636618734875907,3,CPG.L,0
6.636618734875907,3,CRDA.L,0
6.636618734875907,3,CTEC.L,0
6.636618734875907,3,DCC.L,0
6.636618734875907,3,DGE.L,0
6.636618734875907,3,DPLM.L,0
6.636618734875907,3,EDV.L,0
6.636618734875907,3,ENT.L,0
6.636618734875907,3,EXPN.L,0
6.636618734875907,3,FCIT.L,0
6.636618734875907,3,FRES.L,-1
6.636618734875907,3,GAW.L,0
6.636618734875907,3,GLEN.L,-1
6.636618734875907,3,GSK.L,0
6.636618734875907,3,HLMA.L,0
6.636618734875907,3,HSBA.L,0
6.636618734875907,3,HSX.L,0
6.636618734875907,3,HWDN.L,0
6.636618734875907,3,IAG.L,0
6.636618734875907,3,ICG.L,0
6.636618734875907,3,IGG.L,0
6.636618734875907,3,IHG.L,0
6.636618734875907,3,III.L,-1
6.636618734875907,3,IMB.L,0
6.636618734875907,3,IMI.L,0
6.636618734875907,3,INF.L,0
6.636618734875907,3,ITRK.L,0
6.636618734875907,3,JD.L,0
6.636618734875907,3,KGF.L,0
6.636618734875907,3,LAND.L,0
6.636618734875907,3,LGEN.L,0
6.636618734875907,3,LLOY.L,0
6.636618734875907,3,LMP.L,0
6.636618734875907,3,LSEG.L,0
6.636618734875907,3,MKS.L,-1
6.636618734875907,3,MNDI.L,0
6.636618734875907,3,MNG.L,0
6.636618734875907,3,MRO.L,0
6.636618734875907,3,NG.L,0
6.636618734875907,3,NWG.L,-1
6.636618734875907,3,NXT.L,0
6.636618734875907,3,PCT.L,0
6.636618734875907,3,PRU.L,0
6.636618734875907,3,PSH.L,0
6.636618734875907,3,PSN.L,0
6.636618734875907,3,PSON.L,0
6.636618734875907,3,REL.L,0
6.636618734875907,3,RIO.L,0
6.636618734875907,3,RKT.L,0
6.636618734875907,3,RMV.L,0
6.636618734875907,3,RR.L,-1
6.636618734875907,3,RTO.L,0
6.636618734875907,3,SBRY.L,0
6.636618734875907,3,SDR.L,0
6.636618734875907,3,SGE.L,0
6.636618734875907,3,SGRO.L,0
6.636618734875907,3,SHEL.L,-1
6.636618734875907,3,SMIN.L,0
6.636618734875907,3,SMT.L,0
6.636618734875907,3,SN.L,0
6.636618734875907,3,SPX.L,0
6.636618734875907,3,SSE.L,0
6.636618734875907,3,STAN.L,-1
6.636618734875907,3,STJ.L,0
6.636618734875907,3,SVT.L,0
6.636618734875907,3,TSCO.L,0
6.636618734875907,3,ULVR.L,0
6.636618734875907,3,UU.L,0
6.636618734875907,3,VOD.L,0
6.636618734875907,3,WEIR.L,0
6.636618734875907,3,WTB.L,0
7.286454884514308,3,AAF.L,-1
7.286454884514308,3,AAL.L,0
7.286454884514308,3,ABDN.L,0
7.286454884514308,3,ABF.L,0
7.286454884514308,3,ADM.L,0
7.286454884514308,3,ALW.L,0
7.286454884514308,3,ANTO.L,0
7.286454884514308,3,AUTO.L,0
7.286454884514308,3,AV.L,0
7.286454884514308,3,AZN.L,0
7.286454884514308,3,BA.L,-1
7.286454884514308,3,BAB.L,-1
7.286454884514308,3,BARC.L,0
7.286454884514308,3,BATS.L,0
7.286454884514308,3,BBOX.L,0
7.286454884514308,3,BEZ.L,0
7.286454884514308,3,BGEO.L,-1
7.286454884514308,3,BKG.L,0
7.286454884514308,3,BLND.L,0
7.286454884514308,3,BNZL.L,0
7.286454884514308,3,BP.L,-1
7.286454884514308,3,BRBY.L,0
7.286454884514308,3,BT-A.L,0
7.286454884514308,3,BTRW.L,0
7.286454884514308,3,CCEP.L,0
7.286454884514308,3,CCH.L,0
7.286454884514308,3,CNA.L,-1
7.286454884514308,3,CPG.L,0
7.286454884514308,3,CRDA.L,0
7.286454884514308,3,CTEC.L,0
7.286454884514308,3,DCC.L,0
7.286454884514308,3,DGE.L,0
